,age,workclass,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
360587,70,Private,7,Married-civ-spouse,Husband,White,Male,99693,0,40,1
360588,35,Private,7,Married-civ-spouse,Husband,White,Male,75482,0,40,1
360589,70,Private,7,Married-civ-spouse,Not-in-family,White,Male,94485,0,40,1
360590,70,Private,7,Married-civ-spouse,Husband,White,Male,40109,0,40,1
360591,70,Private,7,Married-civ-spouse,Husband,White,Male,75389,0,40,1
360592,70,Private,7,Married-civ-spouse,Husband,White,Male,90493,0,53,1
360593,86,Private,7,Married-civ-spouse,Husband,White,Male,77636,0,40,1
360594,70,Private,7,Married-AF-spouse,Husband,White,Male,95243,0,40,1
360595,70,Private,7,Married-civ-spouse,Husband,White,Male,51756,0,40,1
360596,70,Private,16,Married-civ-spouse,Husband,White,Male,25628,0,40,1
360597,70,Private,7,Married-civ-spouse,Husband,White,Male,54401,0,40,1
360598,70,Private,7,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,41366,0,40,1
360599,70,Private,7,Married-civ-spouse,Husband,White,Male,75491,0,40,1
360600,48,Private,8,Never-married,Own-child,White,Female,77100,0,6,1
360601,67,Private,8,Never-married,Own-child,White,Female,39794,0,6,1
360602,17,Private,11,Never-married,Own-child,White,Female,37791,0,6,1
360603,17,Private,8,Never-married,Not-in-family,White,Female,40900,0,6,1
360604,17,Private,8,Never-married,Not-in-family,White,Female,18107,0,6,1
360605,17,Private,12,Never-married,Own-child,White,Female,21369,0,6,1
360606,63,Private,8,Never-married,Own-child,White,Female,11604,56,6,1
360607,17,Private,8,Never-married,Own-child,Black,Female,10771,0,77,1
360608,40,Private,8,Never-married,Own-child,Asian-Pac-Islander,Female,25750,0,6,1
360609,46,Private,8,Never-married,Own-child,White,Female,8558,0,6,1
360610,17,Private,8,Married-spouse-absent,Own-child,White,Female,72512,0,37,1
360611,70,Private,8,Never-married,Other-relative,White,Female,78157,0,6,1
360612,23,Private,8,Never-married,Own-child,White,Female,13142,0,6,1
360613,77,Private,12,Never-married,Own-child,White,Female,34326,0,6,1
360614,40,Private,8,Never-married,Own-child,White,Female,25750,0,6,1
360615,17,Private,8,Divorced,Own-child,White,Female,23945,0,6,1
360616,17,Without-pay,11,Never-married,Own-child,White,Female,86075,0,6,1
360617,41,Private,8,Never-married,Own-child,Other,Female,89443,0,6,1
360618,17,Private,11,Never-married,Own-child,White,Female,95469,1320,6,1
360619,17,Private,13,Separated,Own-child,White,Female,82380,0,6,1
360620,17,Private,13,Never-married,Own-child,White,Female,59031,0,6,1
360621,48,Self-emp-not-inc,8,Never-married,Own-child,White,Female,77100,0,6,1
360622,34,Private,8,Widowed,Own-child,White,Female,48410,0,6,1
360623,61,Self-emp-inc,8,Never-married,Own-child,White,Female,11311,0,6,1
360624,17,Private,8,Separated,Own-child,White,Female,19922,160,6,0
360625,17,Private,10,Never-married,Own-child,White,Female,85284,0,6,1
360626,33,Private,16,Never-married,Own-child,White,Female,55297,0,6,1
360627,80,Private,8,Married-AF-spouse,Own-child,White,Female,60063,0,6,1
360628,17,Private,12,Never-married,Own-child,Amer-Indian-Eskimo,Female,54475,0,6,1
360629,17,Private,8,Never-married,Own-child,Black,Female,21083,0,6,0
360630,17,Private,8,Never-married,Own-child,White,Female,13754,0,78,1
360631,61,Private,2,Never-married,Own-child,White,Female,99740,0,6,1
360632,69,Private,8,Never-married,Own-child,White,Female,20092,0,6,1
360633,25,Local-gov,8,Never-married,Own-child,White,Female,81160,0,6,1
360634,67,Private,8,Never-married,Own-child,White,Female,39794,0,6,1
360635,45,Private,8,Never-married,Not-in-family,White,Female,82842,0,6,1
360636,17,Private,8,Never-married,Own-child,Asian-Pac-Islander,Female,54882,0,91,1
360637,81,Private,8,Never-married,Own-child,White,Female,89300,0,6,1
360638,41,Private,8,Never-married,Own-child,White,Female,53797,0,6,1
360639,83,Private,8,Never-married,Own-child,White,Female,28810,819,6,1
360640,17,Local-gov,8,Never-married,Not-in-family,White,Female,11902,0,6,1
360641,85,Private,8,Never-married,Own-child,White,Female,17113,0,6,1
360642,17,Private,8,Never-married,Not-in-family,White,Female,59620,0,6,1
360643,71,Private,8,Never-married,Own-child,White,Female,98303,0,6,1
360644,17,Private,8,Never-married,Unmarried,White,Female,18351,0,53,1
360645,26,Private,9,Never-married,Own-child,White,Female,38707,0,6,1
360646,17,Private,8,Never-married,Not-in-family,White,Female,47413,0,51,1
360647,33,Private,8,Never-married,Own-child,White,Female,55297,0,6,1
360648,49,Private,8,Never-married,Own-child,White,Female,98806,0,82,1
360649,17,Private,8,Never-married,Own-child,White,Female,12012,0,86,1
360650,33,State-gov,7,Married-civ-spouse,Husband,White,Male,0,0,88,0
360651,27,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,47,0
360652,33,State-gov,16,Never-married,Husband,Amer-Indian-Eskimo,Male,0,0,50,0
360653,64,State-gov,7,Married-civ-spouse,Husband,White,Male,0,0,50,0
360654,58,State-gov,1,Married-civ-spouse,Husband,White,Male,0,0,50,0
360655,33,State-gov,8,Married-civ-spouse,Other-relative,White,Male,0,0,50,0
360656,33,State-gov,16,Never-married,Husband,Asian-Pac-Islander,Male,0,0,50,0
360657,33,Federal-gov,16,Married-civ-spouse,Husband,White,Male,0,0,99,0
360658,68,State-gov,5,Married-civ-spouse,Husband,White,Male,0,0,50,0
360659,33,State-gov,6,Married-civ-spouse,Own-child,White,Male,0,0,50,0
360660,33,State-gov,5,Married-civ-spouse,Husband,White,Male,0,0,39,0
360661,33,State-gov,16,Married-civ-spouse,Other-relative,White,Male,0,0,79,0
360662,33,State-gov,16,Married-civ-spouse,Husband,White,Male,0,879,30,0
360663,33,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,23,0
360664,33,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,11,0
360665,33,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,30,0
360666,33,State-gov,16,Married-civ-spouse,Other-relative,Other,Male,0,0,50,0
360667,33,State-gov,16,Never-married,Husband,White,Male,0,0,95,0
360668,19,State-gov,9,Married-civ-spouse,Husband,White,Male,0,0,50,0
360669,33,State-gov,8,Married-civ-spouse,Husband,White,Male,0,1377,50,0
360670,25,State-gov,16,Married-civ-spouse,Husband,Other,Male,0,0,50,0
360671,87,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,81,0
360672,33,State-gov,9,Married-civ-spouse,Husband,White,Female,0,0,50,0
360673,71,State-gov,2,Married-civ-spouse,Husband,White,Male,0,0,50,0
360674,33,Self-emp-inc,7,Married-civ-spouse,Husband,White,Male,0,0,50,0
360675,26,State-gov,16,Married-civ-spouse,Husband,White,Female,0,0,50,0
360676,19,State-gov,14,Married-civ-spouse,Husband,White,Male,0,0,50,0
360677,33,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,16,0
360678,33,Self-emp-inc,5,Married-civ-spouse,Husband,White,Male,0,0,50,0
360679,33,State-gov,16,Married-civ-spouse,Own-child,White,Male,3835,0,50,0
360680,33,State-gov,16,Married-civ-spouse,Not-in-family,White,Male,0,0,6,0
360681,33,State-gov,16,Married-civ-spouse,Other-relative,White,Male,0,0,80,0
360682,19,State-gov,16,Married-civ-spouse,Husband,White,Male,0,426,50,0
360683,33,State-gov,16,Divorced,Own-child,White,Male,0,0,50,0
360684,79,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,62,0
360685,33,State-gov,4,Married-civ-spouse,Husband,White,Male,0,0,84,0
360686,68,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,91,0
360687,33,State-gov,9,Divorced,Husband,White,Male,0,0,50,0
360688,33,Federal-gov,16,Married-civ-spouse,Own-child,White,Male,0,0,50,0
360689,66,State-gov,11,Married-civ-spouse,Husband,White,Male,0,0,50,0
360690,33,State-gov,12,Married-civ-spouse,Husband,White,Male,0,0,50,0
360691,33,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,22,0
360692,33,State-gov,2,Married-civ-spouse,Husband,White,Male,0,0,44,0
360693,18,State-gov,16,Married-civ-spouse,Husband,White,Male,0,800,50,0
360694,33,State-gov,3,Married-civ-spouse,Husband,White,Male,0,0,50,0
360695,33,State-gov,16,Never-married,Husband,Black,Male,0,0,50,0
360696,32,State-gov,16,Married-civ-spouse,Other-relative,White,Male,0,0,50,0
360697,33,State-gov,16,Never-married,Husband,White,Male,0,0,54,0
360698,33,State-gov,16,Separated,Husband,White,Male,0,0,86,0
360699,37,State-gov,16,Married-civ-spouse,Husband,White,Male,0,0,12,0
360700,62,Private,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,1
360701,62,Private,4,Married-civ-spouse,Husband,White,Male,76435,0,40,1
360702,62,Private,10,Married-civ-spouse,Other-relative,White,Male,28041,0,40,1
360703,62,Private,10,Married-civ-spouse,Husband,White,Female,79301,0,40,1
360704,62,Private,10,Married-civ-spouse,Husband,White,Male,89441,0,40,1
360705,62,Private,13,Married-civ-spouse,Husband,White,Male,68503,0,40,1
360706,62,Private,10,Married-civ-spouse,Husband,White,Male,49893,796,40,1
360707,62,Private,10,Married-civ-spouse,Husband,White,Female,98565,0,40,1
360708,62,Private,10,Married-civ-spouse,Husband,White,Male,69564,1651,40,1
360709,62,Private,11,Never-married,Husband,White,Male,0,0,40,1
360710,62,Private,10,Married-civ-spouse,Husband,White,Male,95765,0,40,1
360711,62,Private,13,Married-civ-spouse,Husband,White,Male,21430,0,40,1
360712,62,Private,10,Married-civ-spouse,Other-relative,White,Male,21192,0,40,1
360713,62,Private,10,Married-civ-spouse,Husband,White,Male,46598,0,84,1
360714,62,Private,16,Married-civ-spouse,Husband,White,Male,0,1064,40,1
360715,62,Private,10,Married-civ-spouse,Husband,White,Male,8767,0,40,1
360716,62,Private,10,Married-civ-spouse,Husband,White,Male,81279,0,40,1
360717,62,Private,10,Married-civ-spouse,Husband,White,Male,98565,0,40,1
360718,87,Private,15,Married-civ-spouse,Husband,White,Male,0,0,40,1
360719,62,Private,10,Married-civ-spouse,Own-child,White,Male,0,3719,40,0
360720,62,Private,10,Married-civ-spouse,Husband,White,Male,54428,0,40,1
360721,62,Private,10,Married-civ-spouse,Unmarried,White,Male,63497,0,40,1
360722,62,Private,15,Married-spouse-absent,Husband,White,Male,0,0,40,1
360723,62,Private,10,Married-civ-spouse,Husband,White,Female,29846,0,40,1
360724,62,Private,10,Married-civ-spouse,Husband,White,Male,0,3763,81,1
360725,62,Private,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,1017,40,1
360726,62,Private,10,Married-civ-spouse,Husband,White,Male,69523,3158,40,1
360727,62,Private,10,Married-civ-spouse,Husband,White,Male,49497,0,40,1
360728,62,Private,10,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,0,49,1
360729,62,Private,10,Married-civ-spouse,Husband,White,Male,45862,0,40,1
360730,62,Private,10,Married-civ-spouse,Husband,White,Male,51274,0,40,1
360731,48,Private,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,40,1
360732,62,Private,14,Married-civ-spouse,Husband,White,Male,0,0,40,1
360733,62,Private,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,88,1
360734,62,Private,10,Married-civ-spouse,Unmarried,White,Male,0,1857,40,1
360735,62,Private,10,Married-civ-spouse,Husband,White,Male,36153,3469,40,1
360736,62,Private,10,Married-civ-spouse,Husband,White,Male,59596,0,40,1
360737,62,Self-emp-not-inc,10,Married-civ-spouse,Husband,White,Male,56659,0,40,1
360738,62,Private,10,Married-civ-spouse,Husband,White,Male,33822,0,40,1
360739,62,Private,10,Married-civ-spouse,Unmarried,White,Male,71690,0,40,1
360740,62,Private,10,Married-civ-spouse,Husband,White,Male,60330,584,40,1
360741,62,Private,10,Married-civ-spouse,Husband,White,Male,7029,0,40,1
360742,62,Private,10,Married-civ-spouse,Husband,White,Female,53921,0,40,1
360743,62,Private,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,59,1
360744,62,Private,11,Married-civ-spouse,Husband,White,Male,33716,0,40,1
360745,62,Private,10,Married-civ-spouse,Not-in-family,White,Male,94844,0,40,1
360746,62,Private,14,Married-civ-spouse,Husband,White,Male,0,0,60,1
360747,62,Self-emp-inc,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
360748,62,Private,10,Married-civ-spouse,Husband,White,Male,71690,0,40,1
360749,62,Private,10,Married-civ-spouse,Husband,White,Male,43214,1539,40,1
360750,77,Private,10,Never-married,Not-in-family,White,Male,0,0,40,1
360751,63,Private,10,Never-married,Not-in-family,White,Male,0,0,40,1
360752,34,Private,10,Never-married,Not-in-family,White,Male,0,3192,43,1
360753,34,Private,10,Never-married,Not-in-family,White,Male,6938,0,40,1
360754,34,Private,10,Never-married,Not-in-family,White,Female,44931,0,40,1
360755,34,Private,10,Never-married,Not-in-family,White,Male,17576,0,40,1
360756,34,Local-gov,10,Never-married,Not-in-family,White,Male,48485,0,40,1
360757,34,Private,10,Never-married,Not-in-family,White,Male,53933,0,40,1
360758,34,Private,10,Never-married,Not-in-family,Black,Male,36610,0,40,1
360759,34,Private,10,Never-married,Not-in-family,White,Male,29579,0,6,1
360760,34,Without-pay,10,Never-married,Not-in-family,White,Male,15509,0,40,1
360761,27,Private,10,Never-married,Not-in-family,White,Male,62553,0,40,1
360762,34,Private,10,Never-married,Not-in-family,White,Male,80777,1813,40,1
360763,34,Private,10,Never-married,Not-in-family,White,Male,0,3595,61,1
360764,34,Private,10,Never-married,Not-in-family,White,Male,78228,0,94,1
360765,34,Private,10,Never-married,Not-in-family,Black,Male,76109,0,40,1
360766,34,Private,10,Married-spouse-absent,Not-in-family,White,Male,0,2294,40,1
360767,34,Private,10,Never-married,Unmarried,White,Male,82149,0,40,1
360768,64,Private,10,Never-married,Not-in-family,White,Male,0,390,40,1
360769,34,Private,10,Never-married,Not-in-family,White,Male,93229,0,40,1
360770,34,Private,10,Widowed,Not-in-family,White,Male,22828,0,40,1
360771,34,Private,10,Never-married,Not-in-family,White,Male,15010,0,40,1
360772,34,Private,10,Never-married,Not-in-family,White,Male,19303,0,40,1
360773,56,Private,10,Never-married,Not-in-family,White,Male,59296,0,40,1
360774,34,Private,10,Never-married,Not-in-family,White,Female,78631,0,40,1
360775,34,Private,13,Never-married,Not-in-family,White,Male,0,177,40,1
360776,34,Federal-gov,10,Never-married,Not-in-family,White,Male,34881,0,40,1
360777,34,Private,10,Never-married,Not-in-family,White,Male,52134,0,40,1
360778,34,Private,10,Never-married,Own-child,White,Male,57145,0,40,1
360779,34,Private,10,Never-married,Not-in-family,White,Male,44105,0,40,1
360780,34,Private,10,Never-married,Not-in-family,Other,Male,21163,0,40,1
360781,34,Private,13,Never-married,Not-in-family,White,Male,0,0,40,1
360782,34,Private,10,Never-married,Not-in-family,White,Male,18141,0,40,1
360783,34,Private,10,Never-married,Not-in-family,White,Male,52134,1548,40,1
360784,34,Private,10,Never-married,Not-in-family,White,Male,6830,0,40,1
360785,34,Private,10,Never-married,Not-in-family,White,Male,28149,0,40,1
360786,43,Private,10,Never-married,Not-in-family,White,Male,0,2450,40,0
360787,76,Private,10,Never-married,Not-in-family,White,Male,0,20,40,1
360788,34,Private,10,Married-AF-spouse,Not-in-family,White,Male,54116,0,40,1
360789,34,Private,15,Never-married,Not-in-family,White,Male,0,0,40,1
360790,73,Private,10,Never-married,Not-in-family,White,Male,57251,0,40,1
360791,84,Private,10,Never-married,Not-in-family,White,Male,0,0,40,1
360792,34,Local-gov,10,Never-married,Not-in-family,White,Male,25064,0,40,1
360793,61,Private,10,Never-married,Not-in-family,White,Male,13666,0,40,1
360794,34,Private,10,Never-married,Not-in-family,White,Female,59419,0,40,1
360795,66,Private,10,Never-married,Not-in-family,White,Male,0,0,40,1
360796,34,Private,10,Never-married,Not-in-family,White,Male,47163,0,40,1
360797,34,Private,8,Never-married,Not-in-family,White,Male,47382,0,40,1
360798,34,Local-gov,10,Never-married,Not-in-family,White,Male,98171,0,40,1
360799,34,Private,10,Never-married,Own-child,White,Male,89958,0,40,1
360800,23,Private,13,Never-married,Own-child,White,Male,91729,0,20,1
360801,34,Private,13,Never-married,Own-child,White,Male,94185,0,20,1
360802,23,Private,13,Never-married,Own-child,White,Female,72617,0,20,1
360803,23,Private,13,Never-married,Own-child,White,Female,97693,0,20,1
360804,23,Private,13,Widowed,Own-child,White,Male,89865,0,20,1
360805,23,Private,13,Widowed,Own-child,White,Male,43013,0,20,1
360806,23,Private,13,Never-married,Own-child,White,Male,27291,0,20,1
360807,23,Private,13,Never-married,Own-child,White,Female,0,2296,20,1
360808,23,Private,13,Never-married,Own-child,White,Male,0,2606,20,0
360809,23,Private,13,Never-married,Own-child,White,Male,67024,0,20,1
360810,23,Private,13,Never-married,Own-child,White,Male,11764,0,20,1
360811,24,Private,13,Never-married,Own-child,White,Male,77091,0,20,1
360812,41,Private,13,Never-married,Own-child,White,Male,88339,0,20,1
360813,23,Private,13,Never-married,Not-in-family,White,Male,21107,0,20,1
360814,23,Self-emp-not-inc,13,Never-married,Own-child,White,Male,0,2696,20,1
360815,23,Local-gov,13,Never-married,Own-child,White,Male,51432,0,20,1
360816,23,Private,13,Never-married,Own-child,White,Male,65961,0,20,1
360817,23,Private,13,Never-married,Own-child,White,Male,69897,0,14,1
360818,23,Private,13,Never-married,Own-child,White,Male,88407,0,20,1
360819,81,Private,13,Never-married,Own-child,White,Male,79674,0,20,1
360820,64,Private,13,Never-married,Own-child,White,Male,32758,0,20,1
360821,23,Private,13,Never-married,Own-child,White,Male,0,2977,20,0
360822,23,Private,13,Never-married,Own-child,White,Male,11749,0,20,1
360823,23,Private,13,Never-married,Own-child,Asian-Pac-Islander,Male,79731,0,20,1
360824,23,Private,13,Never-married,Own-child,White,Male,82429,0,20,1
360825,23,Private,13,Never-married,Own-child,White,Male,13082,0,20,1
360826,23,Private,13,Never-married,Own-child,White,Female,31378,0,20,1
360827,23,Private,13,Never-married,Own-child,White,Male,11270,0,34,1
360828,23,Private,13,Never-married,Own-child,White,Male,0,3061,20,0
360829,23,Private,13,Never-married,Own-child,White,Male,72617,0,20,1
360830,23,Private,13,Never-married,Own-child,White,Male,0,2951,79,1
360831,23,Private,13,Never-married,Own-child,White,Male,17299,0,20,1
360832,23,Private,13,Never-married,Own-child,White,Male,40055,0,20,1
360833,23,Private,13,Never-married,Not-in-family,White,Male,66442,0,20,1
360834,23,Private,13,Never-married,Own-child,Asian-Pac-Islander,Male,98897,0,20,1
360835,75,Private,13,Never-married,Own-child,White,Male,23268,0,20,1
360836,23,Private,13,Never-married,Own-child,White,Male,0,3220,33,0
360837,23,Private,13,Never-married,Own-child,White,Male,88220,0,20,1
360838,23,Private,13,Never-married,Wife,White,Male,0,2697,20,1
360839,23,Private,13,Never-married,Own-child,White,Male,51432,0,20,1
360840,23,Private,13,Never-married,Own-child,White,Male,0,2810,20,0
360841,23,Private,13,Never-married,Own-child,White,Male,10896,0,20,1
360842,23,Private,13,Never-married,Own-child,White,Male,90615,0,20,1
360843,23,Private,13,Never-married,Own-child,Asian-Pac-Islander,Male,76471,0,20,1
360844,23,Private,13,Never-married,Own-child,White,Male,66442,0,20,1
360845,23,Private,13,Never-married,Own-child,White,Male,66034,0,20,1
360846,23,Private,13,Never-married,Own-child,White,Male,0,2820,20,0
360847,23,State-gov,13,Never-married,Own-child,White,Male,27467,0,20,1
360848,23,Private,13,Never-married,Own-child,White,Male,19336,3061,20,1
360849,23,Private,13,Never-married,Own-child,White,Male,86519,0,20,1
360850,24,Private,10,Never-married,Own-child,White,Male,12199,1007,10,1
360851,24,Private,10,Never-married,Own-child,White,Male,26728,0,10,1
360852,24,Private,10,Never-married,Own-child,White,Female,71273,0,10,1
360853,24,Private,10,Never-married,Own-child,Amer-Indian-Eskimo,Male,54286,0,10,1
360854,24,Private,10,Never-married,Wife,White,Male,91815,0,10,1
360855,24,Private,10,Never-married,Own-child,White,Male,85078,3234,10,1
360856,24,Private,10,Never-married,Own-child,Other,Male,80041,0,10,1
360857,24,Private,10,Never-married,Not-in-family,White,Male,59195,0,10,1
360858,24,Private,10,Never-married,Own-child,White,Female,23657,0,10,1
360859,24,Private,10,Never-married,Own-child,White,Male,13066,0,10,1
360860,24,Private,10,Never-married,Wife,White,Male,99238,0,10,1
360861,34,Private,10,Never-married,Own-child,White,Male,0,0,89,1
360862,24,Private,10,Never-married,Own-child,White,Male,82239,0,22,1
360863,24,Self-emp-not-inc,10,Never-married,Own-child,White,Male,18070,0,10,1
360864,24,Private,10,Never-married,Own-child,White,Male,15765,3326,10,1
360865,24,Private,10,Never-married,Own-child,White,Male,99226,0,65,1
360866,24,Private,10,Never-married,Unmarried,White,Male,40549,0,10,1
360867,24,Private,10,Never-married,Own-child,White,Male,22207,0,10,1
360868,24,Private,10,Divorced,Own-child,White,Male,34470,0,10,1
360869,43,Private,10,Never-married,Own-child,White,Male,49478,0,10,1
360870,24,Private,14,Never-married,Own-child,White,Male,76117,0,10,1
