,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
15961251,300,160.0,g,t,0,f,f,12.2,v,w,p,y,11.625,23.33,b,0
15961252,300,160.0,g,t,24,f,f,0.835,v,w,p,y,11.625,23.33,b,0
15961253,300,160.0,g,t,0,f,f,0.835,v,w,p,y,2.24,23.33,b,0
15961254,50,1965.1,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
15961255,50,80.0,g,t,66,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
15961256,50,80.0,g,t,1,t,f,13.6,h,cc,g,u,10.335,20.75,a,0
15961257,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,1.04,57.65,a,1
15961258,237,240.0,g,f,0,f,t,10.9,v,aa,g,u,1.04,41.58,a,1
15961259,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,1.04,52.85,a,1
15961260,0,0.0,g,t,0,f,t,0.585,v,d,g,u,1.585,30.75,b,1
15961261,0,0.0,s,t,0,f,t,0.585,v,d,g,u,1.585,21.2,b,1
15961262,0,0.0,s,t,30,f,t,0.585,v,d,g,u,1.585,30.75,b,1
15961263,0,0.0,g,f,0,f,f,2.585,h,c,p,y,1.0,22.67,b,0
15961264,0,0.0,g,f,0,f,t,9.8,h,c,p,y,2.54,50.13,b,0
15961265,0,196.5,g,f,0,f,t,2.585,h,c,p,y,2.54,35.55,b,0
15961266,0,1366.6,g,t,0,f,t,2.5,v,r,g,u,4.0,32.08,b,0
15961267,0,1493.8,g,t,0,f,f,2.5,v,m,g,u,4.0,32.08,b,0
15961268,0,360.0,g,t,0,f,f,2.5,ff,m,g,u,4.0,32.08,b,0
15961269,484,80.0,g,f,0,t,t,0.29,h,i,g,u,5.415,19.17,a,1
15961270,484,80.0,g,f,0,f,t,0.29,h,i,g,u,9.39,19.17,a,1
15961271,484,80.0,g,f,0,f,t,0.29,h,i,g,y,5.415,19.17,a,1
15961272,18174,240.0,g,t,0,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
15961273,5802,240.0,g,f,0,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
15961274,0,240.0,g,t,6,f,t,1.0,v,aa,g,u,4.5,34.0,a,1
15961275,2954,80.0,g,f,7,f,f,1.46,h,w,g,u,6.5,19.42,b,0
15961276,2954,80.0,g,f,7,t,f,1.46,h,w,g,l,6.5,19.42,b,0
15961277,2954,80.0,g,f,7,t,f,1.46,h,w,g,u,15.48,19.42,b,0
15961278,0,0.0,s,f,0,f,f,0.0,dd,e,g,u,9.96,20.25,b,0
15961279,396,0.0,g,f,0,f,f,0.0,dd,e,g,u,9.96,20.25,b,0
15961280,0,0.0,g,f,0,f,f,0.0,dd,e,g,u,9.96,20.25,a,0
15961281,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,22.67,25.83,b,1
15961282,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,12.835,74.14,b,1
15961283,2,0.0,g,f,0,t,t,0.5,v,cc,g,u,12.835,25.83,b,1
15961284,10618,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
15961285,0,360.0,g,f,0,f,f,0.875,h,x,g,u,5.68,25.17,a,0
15961286,0,360.0,g,f,0,f,f,0.875,h,x,p,u,2.875,25.17,a,0
15961287,2197,252.0,g,t,28,f,t,1.0,bb,c,g,u,0.335,57.08,a,0
15961288,2197,252.0,g,t,0,t,t,1.0,bb,i,gg,u,0.335,57.08,a,1
15961289,2197,252.0,g,t,0,t,t,11.1,bb,i,g,u,0.335,57.08,a,1
15961290,0,399.0,g,t,14,t,f,10.0,v,cc,g,u,5.875,39.33,b,0
15961291,0,399.0,g,t,14,t,f,14.3,h,cc,g,u,5.875,39.33,b,0
15961292,0,399.0,g,t,14,t,f,10.0,bb,cc,g,u,5.875,39.33,b,0
15961293,0,100.0,p,f,0,f,f,1.335,h,q,g,u,10.5,22.67,b,0
15961294,58646,100.0,g,f,0,f,f,1.335,h,q,g,u,10.5,22.67,b,0
15961295,46192,100.0,g,f,0,f,f,1.335,h,q,g,u,10.5,22.67,b,0
15961296,77776,120.0,g,f,10,t,f,3.17,v,q,g,u,5.875,23.25,a,0
15961297,245,120.0,g,f,10,t,f,3.17,v,q,g,u,1.09,23.25,a,0
15961298,245,120.0,g,f,10,t,f,3.17,z,q,g,u,5.875,23.25,a,0
15961299,30755,45.0,g,f,4,t,t,0.0,ff,ff,p,y,0.0,19.0,b,1
15961300,49530,45.0,g,f,4,t,t,0.0,ff,ff,p,y,0.0,19.0,b,1
15961301,82380,45.0,g,f,4,t,t,0.0,ff,ff,p,y,0.0,19.0,b,1
15961302,86142,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
15961303,59439,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
15961304,46537,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
15961305,74225,144.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,1
15961306,8214,144.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,0
15961307,0,144.0,s,t,0,f,t,19.0,v,i,g,u,0.415,22.5,a,1
15961308,28351,200.0,g,t,1,t,t,2.0,ff,ff,p,y,13.5,25.25,a,1
15961309,1,200.0,g,t,1,t,t,2.0,ff,q,p,y,13.5,25.25,a,1
15961310,1,200.0,g,t,1,t,t,2.0,ff,ff,p,l,13.5,25.25,a,1
15961311,99352,368.0,s,f,0,f,t,2.0,v,m,g,u,1.5,27.67,a,1
15961312,0,368.0,s,f,0,t,t,2.0,v,m,g,u,1.5,47.82,a,1
15961313,0,368.0,s,t,0,t,t,2.0,v,m,g,u,1.5,27.67,a,1
15961314,0,80.0,g,f,0,f,t,8.7,ff,ff,g,u,10.29,18.58,b,1
15961315,10786,80.0,g,f,0,f,t,0.415,ff,ff,g,u,10.29,18.58,b,1
15961316,0,80.0,g,f,0,f,t,0.415,h,ff,g,u,10.29,18.58,b,1
15961317,16857,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
15961318,82349,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
15961319,44561,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
15961320,2,0.0,g,t,30,f,t,2.5,v,c,p,y,2.5,33.25,a,1
15961321,2,0.0,g,t,21,f,t,2.5,v,c,p,y,2.5,33.25,a,1
15961322,2,0.0,g,t,2,f,t,2.5,v,c,p,y,2.5,33.25,a,1
15961323,68,100.0,g,t,0,f,t,0.5,h,i,g,u,11.5,54.26,b,1
15961324,69592,100.0,g,t,0,f,t,0.5,v,i,g,u,11.5,21.5,b,1
15961325,68,100.0,g,t,0,f,t,10.9,v,i,g,u,11.5,21.5,b,1
15961326,70130,523.0,g,t,0,f,t,7.5,v,aa,g,u,2.5,31.83,a,1
15961327,43769,523.0,g,t,0,f,t,7.5,v,aa,g,u,2.5,31.83,b,1
15961328,12105,523.0,g,t,0,f,t,7.5,v,aa,g,y,2.5,31.83,b,1
15961329,0,1765.8,s,f,0,f,f,0.835,v,c,g,u,1.0,23.25,b,0
15961330,0,300.0,s,f,0,f,t,0.835,v,i,g,u,1.0,72.68,b,0
15961331,0,300.0,s,f,0,f,f,0.835,v,c,g,u,1.0,14.52,b,0
15961332,70142,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,36.33,b,1
15961333,68327,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,36.33,b,1
15961334,0,200.0,g,t,0,f,t,1.165,v,d,g,u,3.79,16.61,b,0
15961335,88253,100.0,g,f,1,t,f,2.25,v,c,g,u,1.835,20.42,b,0
15961336,150,100.0,g,f,60,t,f,2.25,v,c,g,u,1.835,20.42,b,0
15961337,150,100.0,g,f,1,t,f,2.25,v,c,g,l,1.835,20.42,b,0
15961338,3065,0.0,g,f,7,t,f,9.5,v,c,g,u,5.0,40.58,b,0
15961339,3065,0.0,g,f,2,t,f,5.0,v,c,g,u,5.0,40.58,b,0
15961340,3065,0.0,g,f,7,t,f,5.0,v,c,g,u,5.0,37.57,b,0
15961341,59625,120.0,g,f,1,t,t,0.165,h,w,g,u,10.0,17.58,b,1
15961342,1,120.0,g,f,1,t,t,16.0,h,w,g,u,10.0,17.58,b,1
15961343,1,120.0,g,f,1,t,t,0.165,h,w,g,u,10.0,66.51,b,1
15961344,0,260.0,g,t,0,f,f,0.125,v,q,g,u,1.54,35.87,b,0
15961345,0,462.9,g,t,0,f,f,0.125,v,q,g,u,1.54,59.67,b,0
15961346,0,260.0,g,t,0,f,f,0.125,o,q,g,u,1.54,59.67,b,0
15961347,18,120.0,s,f,0,f,t,1.0,v,c,g,u,0.375,15.75,a,1
15961348,18,120.0,g,f,59,f,t,1.0,v,c,g,u,0.375,15.75,a,1
15961349,18,120.0,g,f,0,f,t,1.0,v,c,g,l,0.375,15.75,a,1
15961350,100000,450.0,p,t,0,f,f,0.0,o,ff,p,l,5.86,17.5,b,0
15961351,100000,450.0,p,t,0,t,f,5.1,o,ff,gg,l,22.0,17.5,b,0
15961352,100000,450.0,p,t,0,f,f,0.0,o,ff,g,l,17.26,17.5,b,0
15961353,22892,224.0,g,f,0,f,t,0.25,v,k,p,y,1.25,29.83,b,1
15961354,56336,224.0,g,f,0,f,t,0.25,v,k,p,y,1.25,29.83,b,1
15961355,78621,224.0,g,f,0,f,t,0.25,v,k,p,y,1.25,29.83,b,1
15961356,0,396.0,g,t,3,t,f,0.96,v,m,g,u,8.04,28.25,b,0
15961357,0,396.0,g,t,3,t,f,14.3,v,m,g,u,0.875,28.25,b,0
15961358,0,396.0,g,t,3,t,f,0.96,z,m,g,u,0.875,28.25,b,0
15961359,33451,180.0,g,f,67,f,t,0.125,v,aa,p,y,0.625,23.0,b,1
15961360,1,180.0,g,f,51,t,t,0.125,v,aa,p,y,0.625,23.0,b,1
15961361,1,180.0,g,f,0,t,t,0.125,v,aa,p,y,9.02,23.0,b,1
15961362,92792,420.0,g,f,2,t,f,4.75,v,x,g,u,5.125,28.25,b,0
15961363,7,420.0,g,f,2,t,f,4.75,v,x,g,u,5.125,19.06,b,0
15961364,57437,420.0,g,f,2,t,f,4.75,v,x,g,u,5.125,28.25,b,0
15961365,3,100.0,g,t,5,t,f,3.75,z,w,g,u,1.54,27.83,b,0
15961366,3,1369.4,g,t,5,t,f,3.75,v,w,g,u,1.54,27.83,b,0
15961367,3,100.0,p,t,5,t,f,3.75,v,w,g,u,1.54,27.83,b,0
15961368,16,20.0,g,t,8,f,t,3.0,h,k,p,y,11.5,23.58,a,1
15961369,16,20.0,g,t,0,t,t,3.0,h,k,p,y,11.5,23.58,a,1
15961370,16,20.0,g,t,0,f,t,3.0,h,k,p,u,11.5,23.58,a,1
15961371,0,0.0,g,t,0,f,f,1.0,v,k,g,u,5.81,38.25,a,0
15961372,0,0.0,g,t,0,f,f,1.0,h,k,g,u,6.0,38.25,a,0
15961373,67583,0.0,g,t,0,f,f,1.0,v,k,g,u,6.0,38.25,a,0
15961374,0,0.0,g,t,0,f,f,0.665,h,d,g,u,0.25,56.35,b,0
15961375,0,0.0,g,t,0,f,f,0.665,h,cc,g,u,0.25,21.83,b,0
15961376,70099,0.0,g,t,0,f,f,0.665,h,d,g,u,0.25,21.83,b,0
15961377,3971,720.0,g,t,0,f,t,0.25,bb,aa,g,u,12.5,27.42,b,1
15961378,2004,720.0,g,t,0,f,t,0.25,bb,aa,g,u,12.5,27.42,b,1
15961379,17398,720.0,g,t,0,f,t,0.25,bb,aa,g,u,12.5,27.42,b,1
15961380,7,144.0,g,t,62,f,t,1.5,bb,c,p,y,5.04,28.25,b,0
15961381,7,144.0,g,t,8,f,t,1.5,bb,d,p,y,5.04,28.25,b,0
15961382,7,795.0,g,t,8,t,f,1.5,bb,c,p,y,5.04,28.25,b,0
15961383,0,200.0,g,f,0,f,t,0.125,v,q,g,u,8.47,20.08,b,1
15961384,0,200.0,g,f,0,f,t,0.125,v,q,g,u,13.36,20.08,b,1
15961385,0,345.8,g,f,0,f,t,0.125,v,q,g,u,0.25,20.08,b,1
15961386,0,1260.8,g,f,0,f,t,0.5,v,d,g,u,0.0,20.0,b,1
15961387,17184,144.0,g,f,0,f,t,0.5,v,d,g,u,0.0,20.0,b,1
15961388,0,144.0,g,f,8,f,t,0.5,v,d,g,u,0.0,20.0,b,1
15961389,19903,200.0,g,f,3,t,f,1.625,v,c,g,u,7.0,20.42,b,0
15961390,1391,200.0,g,f,3,t,f,15.0,v,c,g,u,7.0,20.42,b,0
15961391,1391,200.0,g,f,3,t,f,1.625,v,r,g,u,7.0,20.42,b,0
15961392,500,515.0,g,t,1,t,f,1.625,h,x,g,u,25.125,35.17,a,0
15961393,500,515.0,g,t,1,t,f,1.625,h,x,g,u,25.125,70.98,b,0
15961394,500,515.0,g,t,46,t,f,1.625,h,x,g,u,25.125,35.17,b,0
15961395,5,80.0,g,t,1,t,t,1.75,v,c,g,u,13.41,17.92,a,1
15961396,5,80.0,g,t,1,t,t,3.9,v,c,g,u,0.54,17.92,a,1
15961397,46335,80.0,g,t,1,t,t,1.75,v,c,g,u,0.54,17.92,a,1
15961398,1249,0.0,g,f,8,t,f,0.0,bb,i,g,u,10.0,51.33,b,0
15961399,1249,0.0,g,f,11,t,f,0.0,ff,i,g,u,10.0,51.33,b,0
15961400,1249,0.0,g,f,11,t,f,0.0,v,i,g,u,10.0,51.33,b,0
15961401,80686,260.0,g,f,0,f,t,1.25,h,e,p,y,10.085,21.08,b,1
15961402,0,260.0,p,f,0,f,t,1.25,h,e,p,y,10.085,21.08,b,1
15961403,0,260.0,s,f,0,f,t,1.25,h,e,p,y,10.085,21.08,b,1
15961404,0,100.0,g,f,0,f,f,1.7,v,aa,g,u,3.0,20.83,a,0
15961405,0,100.0,g,f,0,f,f,0.04,j,aa,g,u,3.0,20.83,a,0
15961406,0,100.0,g,f,0,f,f,0.04,o,aa,g,u,3.0,20.83,a,0
15961407,1000,1208.1,g,f,0,f,t,0.165,v,aa,g,u,6.165,22.75,a,1
15961408,1000,944.4,g,f,0,f,t,0.165,v,aa,g,u,6.165,22.75,a,1
15961409,1000,220.0,g,f,0,t,t,0.165,v,aa,g,u,6.165,22.75,a,1
15961410,86043,340.0,g,f,0,f,f,6.0,h,c,g,u,11.835,20.5,a,0
15961411,0,340.0,g,f,0,f,f,6.0,h,c,g,u,11.835,20.5,a,0
15961412,0,340.0,g,f,0,f,f,17.6,h,c,g,u,11.835,20.5,a,0
15961413,1000,200.0,g,f,3,t,f,0.5,v,cc,p,y,0.54,39.92,b,0
15961414,1000,200.0,g,f,1,t,f,0.5,v,aa,p,y,0.54,39.92,b,0
15961415,1000,1000.1,g,f,3,t,f,0.5,v,aa,p,y,0.54,39.92,b,0
15961416,0,659.9,g,t,0,f,t,12.75,h,x,g,u,5.04,42.17,b,0
15961417,0,92.0,g,f,0,f,f,12.75,h,q,g,u,5.04,42.17,b,0
15961418,0,92.0,g,t,0,f,f,12.75,h,q,g,u,20.49,42.17,b,0
15961419,15108,260.0,g,f,3,t,f,0.25,v,m,g,u,16.57,25.5,b,0
15961420,15108,260.0,g,f,3,t,f,0.25,v,m,g,u,21.1,25.5,b,0
15961421,15108,260.0,p,f,3,t,f,0.25,v,m,g,u,0.375,25.5,b,0
15961422,2298,340.0,g,f,0,f,t,0.165,h,q,p,y,10.0,18.17,a,1
15961423,0,340.0,g,f,0,f,t,0.165,h,q,gg,y,10.0,18.17,a,0
15961424,60882,340.0,g,f,0,f,t,0.165,h,q,p,y,10.0,18.17,a,1
15961425,31222,253.0,g,t,4,t,f,4.5,h,x,g,u,1.75,33.5,b,0
15961426,857,253.0,g,t,4,t,f,15.8,h,x,g,u,1.75,33.5,b,0
15961427,857,253.0,g,t,4,t,f,17.6,h,x,g,u,1.75,33.5,b,0
15961428,2,2000.0,g,f,1,t,t,1.0,v,c,p,y,0.665,19.58,b,1
15961429,78317,2000.0,g,f,1,t,t,1.0,v,c,p,y,0.665,19.58,a,1
15961430,17817,2000.0,g,f,1,t,t,1.0,v,c,p,y,0.665,19.58,a,1
15961431,5552,0.0,p,f,2,t,t,0.125,v,c,g,u,12.625,23.25,b,1
15961432,5552,0.0,g,f,2,t,t,0.125,v,w,g,u,12.625,23.25,b,1
15961433,5552,0.0,g,f,2,t,t,0.125,v,q,g,u,12.625,23.25,b,1
15961434,316,0.0,g,f,0,f,t,1.5,v,c,g,u,7.45,39.5,b,1
15961435,316,0.0,g,f,54,f,t,1.5,v,c,g,u,1.625,39.5,b,1
15961436,316,0.0,g,f,0,f,t,1.5,v,c,g,u,16.64,39.5,b,1
15961437,94742,380.0,g,t,3,t,f,3.165,v,x,p,y,3.165,33.17,b,0
15961438,0,380.0,g,t,3,t,f,3.165,v,x,p,y,3.165,72.6,b,0
15961439,0,380.0,g,t,3,t,f,3.165,v,x,p,y,3.165,35.05,b,0
15961440,1208,200.0,g,f,17,t,f,2.5,v,e,g,u,11.25,25.0,b,0
15961441,1208,200.0,g,f,17,t,f,2.5,v,c,g,u,11.25,25.0,b,0
15961442,1208,200.0,p,f,17,t,f,2.5,v,c,g,u,11.25,25.0,b,0
15961443,0,550.0,g,f,0,t,t,0.21,bb,i,g,u,5.0,39.92,b,1
15961444,0,550.0,g,f,0,t,t,0.1,bb,i,g,u,5.0,39.92,b,1
15961445,95608,550.0,g,f,0,f,t,11.1,bb,i,g,u,5.0,39.92,b,1
15961446,158,60.0,g,f,14,t,f,11.5,v,aa,g,u,8.17,20.17,b,0
15961447,158,461.3,g,f,14,t,f,1.96,v,aa,g,u,8.17,20.17,b,0
15961448,158,60.0,g,f,14,f,f,1.96,v,aa,g,u,8.17,20.17,b,0
15961449,66159,340.0,g,f,0,f,t,0.0,ff,ff,g,u,1.665,27.33,a,1
15961450,7210,340.0,g,f,0,f,t,0.0,ff,ff,g,u,1.665,27.33,a,1
15961451,1,340.0,g,f,0,f,t,0.0,ff,e,g,u,1.665,27.33,a,0
15961452,27075,280.0,s,t,0,f,t,0.25,v,d,g,u,0.165,18.25,b,1
15961453,45990,280.0,s,t,0,f,t,0.25,v,d,g,u,0.165,18.25,b,1
15961454,0,280.0,s,t,0,f,t,10.4,v,d,g,u,0.165,18.25,b,1
15961455,458,1549.5,g,f,6,t,f,3.5,h,cc,g,u,12.33,25.0,a,0
15961456,458,400.0,g,f,6,t,f,3.5,h,d,g,u,12.33,25.0,a,0
15961457,458,400.0,g,f,6,t,f,3.5,h,cc,g,u,12.33,20.26,a,0
15961458,10,160.0,g,f,0,f,t,5.6,v,i,g,u,2.25,22.17,b,1
15961459,10,160.0,g,f,0,f,t,18.7,v,i,g,u,2.25,22.17,b,1
15961460,10,160.0,g,f,0,f,t,3.5,v,i,g,u,2.25,22.17,b,1
15961461,0,280.0,g,t,0,f,f,0.085,v,k,g,u,4.88,38.67,b,0
15961462,0,280.0,g,t,0,f,t,12.7,v,k,g,y,0.21,38.67,b,0
15961463,0,661.4,s,t,0,f,t,0.085,v,k,g,u,0.21,38.67,b,0
15961464,19,220.0,g,f,1,t,f,2.0,v,c,gg,u,12.0,30.67,a,0
15961465,19,220.0,g,f,1,t,f,7.8,v,c,g,u,12.0,30.67,a,0
15961466,19,220.0,g,f,62,t,f,2.0,v,c,g,u,12.0,30.67,a,0
15961467,1260,929.7,g,t,6,t,f,7.875,v,c,g,u,8.0,47.75,a,0
15961468,1260,161.0,g,t,6,t,f,7.875,v,c,g,u,8.0,47.75,a,0
15961469,1260,0.0,g,t,6,t,f,7.875,v,c,g,y,8.0,47.75,a,0
15961470,0,240.0,s,t,0,t,t,2.0,v,c,p,y,0.835,20.67,b,1
15961471,65035,240.0,s,t,0,f,t,2.0,v,c,p,y,0.835,20.67,b,1
15961472,87174,240.0,s,t,0,f,t,2.0,v,c,p,y,0.835,20.67,b,1
15961473,1212,100.0,g,t,0,t,t,1.585,v,k,g,u,11.46,22.08,b,1
15961474,1212,100.0,g,t,0,f,t,6.8,v,k,g,u,11.46,22.08,b,1
15961475,1212,100.0,g,t,0,f,t,7.9,v,k,g,u,11.46,22.08,b,1
15961476,610,274.0,g,f,2,t,f,3.25,bb,i,g,u,14.15,34.42,b,0
15961477,610,1179.6,g,f,2,t,f,3.25,bb,i,g,u,4.25,34.42,b,0
15961478,610,274.0,g,f,2,t,f,3.25,bb,aa,g,u,4.25,34.42,b,0
15961479,4000,0.0,g,t,0,f,t,1.5,v,aa,p,y,11.5,22.5,b,1
15961480,4000,0.0,g,t,51,f,t,1.5,v,m,p,y,11.5,22.5,b,1
15961481,4000,0.0,g,t,28,f,t,1.5,v,m,p,y,11.5,22.5,b,1
15961482,0,180.0,g,f,0,f,t,19.8,h,c,g,u,0.585,23.42,b,1
15961483,0,180.0,g,f,0,f,t,19.7,h,c,g,u,0.585,23.42,b,1
15961484,83601,180.0,g,f,0,f,t,3.8,h,c,g,u,0.585,23.42,b,1
15961485,960,147.0,g,f,0,f,f,0.0,j,j,g,u,4.0,46.0,a,0
15961486,93705,100.0,g,f,0,f,f,0.0,j,j,g,u,4.0,46.0,a,0
15961487,960,100.0,g,f,0,f,f,18.2,j,j,g,u,4.0,46.0,a,0
15961488,94719,130.0,g,t,0,f,t,0.5,v,m,p,y,0.5,40.92,b,1
15961489,50751,130.0,g,t,0,f,t,0.5,v,m,p,y,0.5,40.92,b,1
15961490,87253,130.0,g,t,0,f,t,0.5,v,m,p,y,0.5,40.92,b,1
15961491,204,983.8,g,f,0,f,t,0.25,h,c,p,y,0.875,21.17,b,1
15961492,204,503.9,g,f,0,f,t,0.25,h,c,p,y,0.875,21.17,b,1
15961493,204,1342.0,g,f,0,f,t,0.25,h,c,p,y,0.875,21.17,b,1
15961494,0,380.0,g,t,0,f,t,0.04,v,q,g,u,0.165,19.5,a,1
15961495,0,380.0,g,t,0,f,t,0.04,v,q,g,l,0.165,19.5,a,1
15961496,0,380.0,g,t,0,f,t,0.04,v,j,g,u,0.165,19.5,a,1
15961497,6,290.0,g,t,0,f,f,0.085,v,j,g,u,5.25,43.51,b,0
15961498,6,290.0,g,t,0,f,f,0.085,v,i,g,u,5.25,38.87,b,0
15961499,6,290.0,g,t,0,f,f,0.085,v,w,g,u,1.34,34.17,b,0
15961500,95200,210.0,g,t,0,f,t,1.0,v,i,g,u,2.5,35.0,b,1
15961501,22615,210.0,g,t,0,f,t,1.0,v,i,g,u,2.5,35.0,b,1
15961502,59036,210.0,g,t,0,f,t,1.0,v,i,g,u,2.5,35.0,b,1
15961503,0,70.0,g,t,0,f,f,11.0,v,e,g,u,5.0,28.33,b,0
15961504,0,458.2,g,t,0,f,t,11.0,bb,w,g,u,5.0,28.33,b,0
15961505,0,70.0,g,t,39,f,f,11.0,v,w,g,u,5.0,28.33,b,0
15961506,375,1001.6,g,f,0,t,t,0.125,v,aa,p,y,10.415,18.42,b,1
15961507,375,120.0,g,f,0,t,t,0.125,v,aa,p,l,10.415,18.42,b,1
15961508,375,120.0,g,f,29,f,t,0.125,v,aa,p,u,10.415,18.42,b,1
