,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
7960267,0,260.0,g,f,0,f,t,1.25,h,e,gg,y,10.085,21.08,b,1
7960268,0,100.0,g,f,0,f,f,0.04,v,aa,g,u,11.8,20.83,a,0
7960269,1000,220.0,g,f,18,f,t,0.165,v,aa,g,u,6.165,22.75,a,1
7960270,0,6.7,g,f,0,f,f,6.0,h,c,g,u,11.835,20.5,a,0
7960271,1000,200.0,g,f,3,t,f,0.5,v,aa,p,y,0.54,58.31,b,0
7960272,66216,92.0,g,t,0,f,f,12.75,h,q,g,u,5.04,42.17,b,0
7960273,15108,1970.4,g,f,3,t,f,0.25,v,m,g,u,0.375,25.5,b,0
7960274,0,340.0,g,f,0,f,t,0.165,h,q,p,y,4.94,18.17,a,1
7960275,857,253.0,g,t,4,t,f,4.5,h,x,g,u,1.75,33.5,a,0
7960276,18094,2000.0,g,f,1,t,t,1.0,v,c,p,y,0.665,19.58,a,1
7960277,63741,0.0,g,f,2,t,t,0.125,v,c,g,u,12.625,23.25,b,1
7960278,316,0.0,g,f,0,f,t,1.5,v,c,gg,u,1.625,39.5,b,1
7960279,0,380.0,g,t,48,t,f,3.165,v,x,p,y,3.165,33.17,b,0
7960280,1208,200.0,g,f,17,t,f,2.5,v,c,g,l,11.25,25.0,b,0
7960281,96625,550.0,g,f,0,f,t,0.21,bb,i,g,u,5.0,39.92,b,1
7960282,158,60.0,g,f,14,t,f,17.5,v,aa,g,u,8.17,20.17,b,0
7960283,1,340.0,g,f,0,f,t,0.0,o,ff,g,u,1.665,27.33,a,1
7960284,0,280.0,s,t,0,f,t,0.25,v,d,g,u,0.165,48.43,b,1
7960285,458,400.0,g,f,11,t,f,3.5,h,cc,g,u,12.33,25.0,a,0
7960286,10,160.0,g,f,10,f,t,0.125,v,i,g,u,2.25,22.17,b,1
7960287,0,280.0,g,t,56,f,f,0.085,v,k,g,u,0.21,38.67,b,0
7960288,19,220.0,g,f,1,t,f,2.0,v,c,g,u,14.12,30.67,a,0
7960289,1260,0.0,g,t,6,t,f,7.875,v,c,g,u,1.12,47.75,a,0
7960290,63364,240.0,s,t,0,f,t,2.0,v,c,p,y,0.835,20.67,b,1
7960291,1212,100.0,g,t,0,f,t,1.585,v,k,g,y,11.46,22.08,b,1
7960292,610,274.0,g,f,2,t,f,3.25,bb,i,g,u,5.88,34.42,b,0
7960293,4000,0.0,g,t,0,f,t,1.5,v,m,gg,y,11.5,22.5,b,1
7960294,0,180.0,g,f,22,f,t,0.085,bb,c,g,u,0.585,23.42,b,1
7960295,960,100.0,g,f,0,t,f,0.0,j,j,g,u,4.0,46.0,a,0
7960296,84996,130.0,g,t,0,f,t,0.5,v,m,p,y,0.5,40.92,b,1
7960297,204,280.0,g,f,0,f,t,17.4,h,c,p,y,0.875,21.17,b,1
7960298,0,946.5,g,t,0,f,t,0.04,v,q,g,u,0.165,19.5,a,1
7960299,6,290.0,g,t,0,f,f,0.085,v,e,g,u,5.25,34.17,b,0
7960300,76927,210.0,g,t,0,f,t,1.0,v,i,g,u,2.5,35.0,b,1
7960301,0,1970.0,g,t,0,f,t,11.0,v,w,g,u,5.0,72.33,b,0
7960302,375,120.0,g,f,0,f,t,0.125,v,aa,g,u,10.415,18.42,b,1
7960303,0,202.0,g,f,49,t,f,1.25,v,w,g,u,0.0,30.83,b,0
7960304,25,160.0,g,f,0,f,t,4.5,v,ff,g,u,2.75,23.5,b,1
7960305,500,99.0,g,t,5,t,f,2.25,bb,e,g,u,5.29,30.0,a,0
7960306,1000,120.0,g,t,2,t,f,1.75,v,w,p,y,4.0,27.1,b,0
7960307,0,0.0,g,f,9,t,f,8.5,v,c,g,u,6.12,51.58,b,0
7960308,0,0.0,s,f,0,f,t,0.0,ff,ff,g,u,6.0,45.04,a,1
7960309,0,228.0,g,t,0,f,f,0.125,v,q,g,u,12.74,37.75,a,0
7960310,26282,320.0,s,t,0,f,t,0.5,v,m,g,u,0.75,23.0,b,0
7960311,800,1927.7,g,f,1,t,f,1.29,v,m,g,u,3.0,22.83,b,0
7960312,10250,240.0,g,f,0,f,t,0.585,v,d,p,y,0.75,36.42,b,1
7960313,7,200.0,g,t,63,t,t,0.585,bb,c,g,u,10.915,19.33,b,1
7960314,59,840.0,g,t,1,f,t,9.3,v,x,p,y,0.54,21.92,b,0
7960315,27012,60.0,g,f,0,f,t,0.25,v,aa,p,y,0.0,16.25,b,1
7960316,0,164.0,g,f,0,f,f,2.46,v,x,g,u,8.46,22.5,a,0
7960317,20,1700.7,g,f,0,f,t,0.0,j,j,p,y,3.0,31.75,a,1
7960318,5,220.0,g,f,0,f,t,1.665,v,w,p,u,0.665,19.58,a,1
7960319,2000,88.0,g,t,1,t,f,14.0,h,cc,g,u,8.5,18.09,b,0
7960320,892,333.0,g,f,1,t,f,2.75,h,q,g,u,4.32,47.25,a,0
7960321,150,160.0,g,f,0,f,f,3.1,v,aa,g,u,8.665,26.08,a,0
7960322,54415,136.0,g,t,0,f,t,0.54,v,c,g,u,1.79,23.58,b,1
7960323,2732,380.0,g,f,11,t,f,0.25,v,i,p,y,0.205,48.58,b,0
7960324,27836,0.0,g,f,8,t,f,7.96,h,x,g,u,9.79,42.0,b,0
7960325,162,300.0,g,t,64,t,f,0.375,v,c,p,y,0.375,43.08,b,0
7960326,0,0.0,g,f,15,f,f,2.5,v,c,g,u,0.0,44.33,a,0
7960327,5298,0.0,g,f,10,f,f,1.25,h,x,g,u,1.125,26.75,b,0
7960328,0,470.0,g,t,46,t,f,5.0,h,q,g,u,5.0,41.42,b,0
7960329,6333,400.0,s,f,0,f,t,0.165,v,m,p,y,1.71,39.42,b,1
7960330,1,17.0,g,f,2,t,t,19.6,ff,ff,g,u,5.0,39.58,b,1
7960331,0,200.0,s,f,0,f,t,3.0,v,w,p,y,7.3,34.83,b,1
7960332,55,280.0,p,t,0,f,t,0.125,v,k,g,u,0.46,22.25,b,1
7960333,200,422.0,g,f,0,f,f,1.415,dd,c,g,u,1.5,23.33,b,0
7960334,94869,288.0,s,f,0,f,t,0.25,v,m,g,u,0.5,31.23,b,1
7960335,0,240.0,g,f,0,f,t,0.04,v,c,p,u,0.75,29.67,b,1
7960336,7544,140.0,g,t,4,t,f,1.0,h,x,g,u,2.0,27.67,b,0
7960337,2622,154.0,g,t,0,f,t,0.0,h,x,p,y,10.5,20.42,a,1
7960338,5000,204.3,g,t,15,t,f,7.585,bb,i,g,u,7.585,49.5,b,0
7960339,0,20.0,s,t,0,f,f,3.0,v,aa,g,u,12.5,15.37,b,0
7960340,0,94.0,g,f,1,t,t,14.9,dd,ff,g,u,19.0,49.58,b,1
7960341,91761,320.0,s,t,0,f,t,5.7,v,m,g,u,0.75,23.0,b,1
7960342,0,0.0,s,f,0,f,t,0.085,v,m,gg,u,0.17,22.92,b,0
7960343,4700,186.0,g,f,10,t,f,1.5,v,c,gg,u,1.625,39.17,b,0
7960344,4607,628.4,g,f,14,t,f,6.5,v,m,g,u,9.5,39.25,b,0
7960345,50861,1900.1,g,t,0,f,t,2.25,bb,i,g,u,1.0,41.33,a,0
7960346,35,434.0,g,t,11,t,f,2.0,v,w,g,u,21.57,27.83,b,0
7960347,28938,221.0,g,t,0,f,t,0.25,v,i,g,u,2.0,36.67,b,1
7960348,0,195.0,g,t,7,t,f,4.5,bb,i,p,y,4.04,34.5,b,0
7960349,0,154.0,g,t,0,f,t,5.25,h,d,p,y,12.43,32.67,b,0
7960350,300,311.0,g,f,3,t,f,6.04,h,cc,g,u,8.33,31.92,b,0
7960351,0,340.0,s,t,0,f,t,2.25,h,cc,g,u,13.14,30.67,b,1
7960352,1704,519.0,g,t,23,t,f,13.875,v,x,g,u,3.0,47.42,a,0
7960353,70203,100.0,g,f,0,f,t,0.0,ff,ff,p,y,0.585,22.17,b,1
7960354,327,200.0,g,f,6,t,f,1.875,h,d,g,u,1.5,52.36,b,0
7960355,0,0.0,g,f,5,t,f,8.665,v,k,g,u,9.625,53.92,b,0
7960356,251,220.0,g,t,0,f,t,0.165,h,aa,g,u,0.75,27.67,b,1
7960357,7318,120.0,g,f,0,f,t,1.5,ff,ff,p,y,2.04,51.83,b,1
7960358,300,92.0,g,f,58,t,t,0.0,ff,ff,g,u,1.25,27.17,a,1
7960359,66325,168.0,g,f,0,f,t,0.165,v,d,g,u,1.335,41.17,b,1
7960360,0,40.0,s,f,0,f,f,2.5,v,c,p,y,7.57,20.5,b,0
7960361,456,200.0,g,f,23,f,t,4.5,bb,i,p,y,2.5,24.33,a,0
7960362,29029,80.0,g,t,2,t,f,1.5,v,q,p,y,0.79,23.42,a,0
7960363,0,110.0,s,f,0,f,f,16.0,v,m,p,u,12.0,48.33,b,0
7960364,0,260.0,g,f,0,f,t,1.0,dd,e,p,y,4.11,20.83,a,1
7960365,21839,0.0,g,f,7,t,f,0.625,v,cc,g,u,3.5,25.17,b,0
7960366,168,381.0,g,f,6,f,f,5.665,h,q,g,u,9.335,28.67,b,0
7960367,0,112.0,p,f,0,t,t,5.0,h,c,p,y,12.75,62.5,b,1
7960368,52917,0.0,g,f,0,f,f,0.04,h,x,g,u,0.04,51.42,b,0
7960369,70760,180.0,g,f,3,t,t,0.5,ff,ff,p,y,7.26,24.5,a,1
7960370,0,312.0,g,t,5,t,f,1.46,v,c,p,u,0.5,25.75,b,0
7960371,51100,375.0,g,f,6,t,f,6.5,bb,e,g,u,8.0,47.42,b,0
7960372,0,96.0,p,f,7,t,f,0.75,h,cc,g,u,8.585,19.17,a,0
7960373,0,756.7,s,t,0,f,f,19.0,j,c,g,u,0.165,22.67,b,0
7960374,5,220.0,g,t,0,f,t,0.085,h,i,g,l,0.835,23.58,b,1
7960375,1,369.0,g,t,2,t,t,5.085,h,q,p,y,3.25,22.73,b,1
7960376,9037,160.0,g,t,0,f,t,0.5,h,i,p,y,1.25,34.83,a,1
7960377,390,0.0,g,f,0,f,t,4.6,v,aa,g,u,1.665,38.92,a,1
7960378,100,60.0,g,f,2,f,t,0.125,v,i,g,u,6.5,17.42,b,0
7960379,0,168.0,g,t,5,t,f,5.04,v,aa,g,u,14.79,71.19,b,0
7960380,4000,640.0,g,t,0,f,t,0.5,o,i,g,u,2.25,26.92,b,1
7960381,5429,160.0,g,f,0,f,t,0.0,j,j,p,y,1.75,21.75,a,1
7960382,100,140.0,g,f,0,t,t,0.04,h,i,p,y,4.125,21.08,b,1
7960383,100,232.0,g,f,1,t,f,0.0,ff,d,g,u,0.165,64.08,a,0
7960384,0,188.0,g,f,0,t,t,4.0,v,aa,gg,y,2.21,25.67,b,1
7960385,2643,171.0,g,t,64,f,t,0.5,bb,i,g,u,3.54,28.58,a,1
7960386,23264,200.0,g,f,0,f,t,0.085,v,m,g,u,0.835,16.25,b,1
7960387,0,4.3,g,t,0,f,t,3.0,v,w,p,y,11.0,22.5,a,1
7960388,28,1763.3,g,t,10,t,t,0.5,bb,i,p,u,1.04,30.08,b,1
7960389,6700,0.0,g,f,13,t,f,10.0,bb,i,g,u,23.84,58.42,a,0
7960390,0,225.0,g,t,0,f,t,0.125,v,ff,g,y,4.25,48.5,b,0
7960391,40,200.0,g,f,0,t,f,18.5,n,q,g,u,0.165,18.0,b,0
7960392,2000,280.0,g,t,1,t,f,0.04,h,m,p,y,0.08,34.08,b,0
7960393,200,232.0,g,t,0,f,t,2.5,bb,i,g,u,18.56,34.17,b,1
7960394,73592,399.0,g,f,9,t,f,5.085,h,cc,g,u,1.665,27.25,b,0
7960395,551,300.0,g,t,12,t,f,0.5,h,x,g,u,11.75,23.0,a,0
7960396,81939,120.0,g,t,12,t,f,1.5,v,aa,g,u,12.5,24.75,a,0
7960397,5,140.0,g,t,5,t,t,15.2,v,c,g,u,0.75,19.75,a,1
7960398,5124,96.0,g,t,7,t,f,0.29,v,c,g,u,20.16,25.33,b,0
7960399,11,321.2,g,t,1,t,t,0.415,v,q,g,u,0.83,23.58,a,1
