,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-loss,hours-per-week,income
19129,73,Private,261241,13,Married-civ-spouse,Husband,White,Male,1485,50,1
19130,67,Private,365986,13,Married-civ-spouse,Own-child,White,Male,0,6,0
19131,58,Private,101812,9,Never-married,Unmarried,White,Male,3752,40,1
19132,37,Without-pay,189878,10,Married-civ-spouse,Husband,White,Male,3331,60,1
19133,37,Private,178100,14,Never-married,Not-in-family,White,Female,0,5,0
19134,55,Private,311974,9,Never-married,Other-relative,White,Male,2784,25,1
19135,48,Private,185800,10,Married-civ-spouse,Husband,White,Female,0,40,0
19136,52,Private,251908,14,Divorced,Unmarried,White,Female,133,40,0
19137,45,Federal-gov,254146,13,Married-civ-spouse,Unmarried,White,Male,0,50,0
19138,28,Private,37805,13,Separated,Own-child,White,Male,0,40,0
19139,52,Private,177063,10,Married-civ-spouse,Husband,White,Male,2008,45,0
19140,54,Private,210736,9,Married-civ-spouse,Husband,White,Male,3752,40,0
19141,26,Private,242464,13,Never-married,Not-in-family,White,Male,2637,50,1
19142,30,Private,213722,15,Never-married,Not-in-family,Asian-Pac-Islander,Male,0,98,0
19143,61,State-gov,221943,10,Married-civ-spouse,Husband,White,Male,980,40,0
19144,55,Private,171467,9,Divorced,Unmarried,Black,Male,1465,24,0
19145,41,Private,37997,8,Divorced,Not-in-family,White,Female,332,84,0
19146,55,Self-emp-inc,150917,4,Married-civ-spouse,Husband,White,Male,1977,4,0
19147,50,Private,128143,3,Married-civ-spouse,Husband,White,Female,0,50,0
19148,37,Self-emp-inc,342084,2,Married-civ-spouse,Husband,White,Male,216,60,0
19149,22,Self-emp-not-inc,69887,10,Married-civ-spouse,Husband,White,Male,3162,50,0
19150,47,Private,73394,16,Married-civ-spouse,Not-in-family,White,Female,0,50,1
19151,19,Self-emp-not-inc,240562,15,Married-civ-spouse,Husband,White,Male,0,25,0
19152,20,Private,22201,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,12,0
19153,67,Self-emp-not-inc,40021,14,Married-civ-spouse,Husband,White,Male,0,35,1
19154,47,Self-emp-not-inc,112763,9,Married-civ-spouse,Husband,Black,Female,0,50,0
19155,25,Private,98015,9,Married-civ-spouse,Wife,White,Male,0,50,0
19156,39,Federal-gov,376455,6,Married-civ-spouse,Husband,White,Male,2650,50,0
19157,34,Private,185556,12,Never-married,Not-in-family,White,Female,0,12,0
19158,29,Private,141029,9,Married-civ-spouse,Other-relative,White,Female,0,40,0
19159,37,Self-emp-inc,152414,7,Married-civ-spouse,Husband,White,Male,0,60,0
19160,34,Private,154120,7,Married-civ-spouse,Husband,White,Male,0,99,0
19161,38,Private,183585,9,Never-married,Not-in-family,White,Female,2819,89,1
19162,35,Private,103925,14,Never-married,Not-in-family,White,Female,3565,64,1
19163,52,Self-emp-inc,204470,10,Married-civ-spouse,Husband,White,Male,0,99,0
19164,38,Private,383365,9,Never-married,Husband,White,Male,0,40,0
19165,29,Private,270421,2,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,0,50,0
19166,45,Self-emp-inc,149865,13,Married-civ-spouse,Husband,White,Male,0,2,0
19167,53,Self-emp-not-inc,202207,2,Married-civ-spouse,Husband,White,Male,0,50,0
19168,40,Private,105936,9,Married-spouse-absent,Wife,White,Female,2873,38,1
19169,32,Local-gov,36147,13,Separated,Not-in-family,White,Female,0,89,0
19170,31,Private,637080,10,Never-married,Not-in-family,White,Male,2790,25,1
19171,28,Local-gov,213195,12,Married-AF-spouse,Wife,White,Female,0,40,0
19172,31,Private,28186,9,Married-civ-spouse,Husband,White,Female,0,40,0
19173,32,Private,160594,13,Never-married,Husband,White,Male,890,50,0
19174,35,Private,188069,13,Married-civ-spouse,Unmarried,White,Male,0,26,0
19175,57,Private,182062,16,Married-civ-spouse,Husband,White,Male,1336,40,1
19176,34,Self-emp-not-inc,180150,9,Never-married,Own-child,Asian-Pac-Islander,Male,0,35,0
19177,50,Self-emp-inc,23780,9,Married-civ-spouse,Husband,White,Male,0,50,0
19178,70,Private,113401,15,Widowed,Not-in-family,White,Female,2804,40,1
19179,32,Private,127111,7,Married-civ-spouse,Husband,White,Male,0,55,0
19180,24,Without-pay,96844,10,Never-married,Not-in-family,White,Female,2926,17,1
19181,48,Self-emp-inc,138342,9,Married-civ-spouse,Husband,White,Male,1485,84,0
19182,35,Without-pay,125019,10,Married-civ-spouse,Husband,White,Male,0,40,0
19183,75,Private,235786,12,Married-civ-spouse,Husband,White,Male,0,50,0
19184,42,Private,150688,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,48,0
19185,40,Private,182541,11,Divorced,Not-in-family,Black,Male,0,50,0
19186,35,State-gov,194668,15,Divorced,Not-in-family,White,Male,0,45,0
19187,32,Private,358655,4,Divorced,Not-in-family,White,Female,0,60,0
19188,56,Self-emp-not-inc,29874,5,Separated,Not-in-family,White,Male,0,60,0
19189,48,Private,49278,12,Divorced,Unmarried,White,Female,2965,40,1
19190,17,State-gov,252662,16,Never-married,Not-in-family,White,Male,2824,50,0
19191,60,Self-emp-not-inc,122283,4,Married-civ-spouse,Husband,White,Male,1977,45,0
19192,39,Private,253250,9,Married-civ-spouse,Other-relative,White,Male,0,60,0
19193,55,Private,229029,13,Married-civ-spouse,Other-relative,White,Male,0,48,0
19194,23,Private,344073,11,Married-civ-spouse,Husband,White,Male,2767,40,0
19195,26,Local-gov,287233,3,Married-civ-spouse,Wife,Black,Female,0,40,0
19196,20,Private,108023,13,Married-civ-spouse,Husband,White,Male,0,36,0
19197,40,Private,266803,3,Divorced,Not-in-family,Amer-Indian-Eskimo,Female,0,40,0
19198,32,Private,180603,11,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,40,0
19199,32,Private,209538,12,Married-spouse-absent,Husband,White,Male,0,55,0
19200,75,Private,228182,13,Married-civ-spouse,Not-in-family,White,Male,0,40,0
19201,29,State-gov,166461,16,Married-civ-spouse,Wife,Black,Female,0,40,0
19202,40,Federal-gov,191982,11,Divorced,Not-in-family,White,Female,0,40,0
19203,31,Self-emp-not-inc,427474,13,Married-civ-spouse,Husband,White,Male,2179,35,1
19204,47,Private,165937,9,Separated,Husband,Black,Male,0,50,0
19205,56,Local-gov,294623,15,Married-civ-spouse,Wife,White,Male,0,40,1
19206,39,Private,114942,10,Married-civ-spouse,Husband,White,Male,2152,43,0
19207,41,Private,152958,9,Married-civ-spouse,Husband,Black,Male,2765,40,0
19208,48,Self-emp-inc,117849,10,Married-civ-spouse,Husband,White,Male,0,40,0
19209,52,Private,170562,9,Married-civ-spouse,Husband,White,Male,1545,60,0
19210,57,Private,360884,10,Married-AF-spouse,Not-in-family,White,Female,0,50,0
19211,53,Self-emp-not-inc,335655,9,Divorced,Not-in-family,White,Male,2763,30,1
19212,37,Self-emp-inc,186359,9,Separated,Husband,Black,Male,0,60,0
19213,53,Federal-gov,228500,3,Married-civ-spouse,Husband,White,Male,0,40,0
19214,44,Private,300528,7,Married-civ-spouse,Husband,White,Male,0,30,0
19215,38,Self-emp-not-inc,33001,13,Married-civ-spouse,Husband,White,Male,0,38,0
19216,50,Self-emp-inc,156623,2,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,18,0
19217,36,Private,150104,14,Separated,Wife,White,Female,0,54,0
19218,30,Self-emp-inc,173858,10,Widowed,Husband,Asian-Pac-Islander,Male,1902,9,0
19219,48,Private,217019,15,Never-married,Unmarried,Black,Female,2613,28,1
19220,47,Private,334679,14,Married-civ-spouse,Own-child,Asian-Pac-Islander,Female,0,42,1
19221,51,Self-emp-inc,224207,10,Married-civ-spouse,Husband,White,Male,0,78,0
19222,23,Local-gov,33331,14,Widowed,Husband,White,Male,0,40,0
19223,17,Private,25826,6,Married-civ-spouse,Husband,White,Male,1887,47,0
19224,81,Private,365739,9,Never-married,Not-in-family,White,Male,3501,40,1
19225,34,Private,182274,10,Widowed,Wife,White,Female,1887,20,0
19226,42,Private,317690,9,Married-civ-spouse,Husband,White,Male,0,27,0
19227,38,Private,205338,13,Married-civ-spouse,Husband,White,Male,3556,60,1
19228,51,Private,312446,9,Married-civ-spouse,Husband,White,Male,458,37,0
19229,36,Without-pay,334291,9,Separated,Husband,White,Male,0,40,0
19230,38,Federal-gov,173858,13,Divorced,Husband,Asian-Pac-Islander,Male,0,35,0
19231,66,Self-emp-not-inc,238267,11,Married-civ-spouse,Husband,White,Male,0,60,0
19232,19,Private,177675,1,Married-civ-spouse,Husband,White,Male,0,60,0
19233,53,State-gov,30219,8,Married-civ-spouse,Husband,White,Male,0,40,0
19234,72,Self-emp-inc,199233,3,Married-civ-spouse,Husband,White,Male,2377,31,0
19235,31,Private,168906,1,Separated,Not-in-family,White,Female,0,50,0
19236,45,Private,259463,8,Married-civ-spouse,Husband,White,Male,0,23,0
19237,61,Private,233427,13,Married-civ-spouse,Own-child,White,Male,2467,30,1
19238,54,Private,88278,12,Married-civ-spouse,Husband,White,Male,1759,50,0
19239,42,State-gov,203393,13,Married-civ-spouse,Other-relative,Black,Female,0,35,0
19240,43,Private,132130,5,Divorced,Husband,White,Male,0,40,0
19241,43,Local-gov,67243,13,Married-civ-spouse,Husband,White,Female,0,61,0
19242,61,Private,82576,15,Divorced,Not-in-family,White,Male,0,36,0
19243,79,Local-gov,160634,13,Married-civ-spouse,Husband,White,Male,0,60,0
19244,48,Local-gov,195416,9,Divorced,Wife,White,Female,3627,35,1
19245,57,Private,120302,9,Married-civ-spouse,Husband,White,Male,0,48,1
19246,42,Local-gov,192569,15,Divorced,Not-in-family,Amer-Indian-Eskimo,Female,0,39,0
19247,47,Self-emp-not-inc,165039,10,Never-married,Unmarried,White,Female,3602,40,1
19248,57,Self-emp-inc,125000,7,Divorced,Husband,White,Male,0,35,0
19249,57,Private,103205,9,Married-civ-spouse,Husband,White,Male,0,40,1
19250,28,Private,120277,15,Married-civ-spouse,Husband,White,Male,0,9,0
19251,52,Local-gov,238959,14,Never-married,Not-in-family,White,Female,2253,32,0
19252,37,Private,212465,9,Married-civ-spouse,Husband,White,Male,0,74,1
19253,50,Private,78602,7,Married-AF-spouse,Other-relative,White,Female,2940,20,1
19254,46,Private,428405,13,Married-civ-spouse,Husband,White,Male,1638,40,0
19255,19,Federal-gov,118212,13,Married-civ-spouse,Husband,White,Male,0,40,0
19256,49,Self-emp-not-inc,249347,5,Married-civ-spouse,Husband,White,Male,0,50,0
19257,33,Private,327112,6,Married-civ-spouse,Husband,White,Male,0,35,0
19258,29,Private,229729,13,Married-civ-spouse,Husband,White,Male,1911,40,1
19259,42,Self-emp-inc,130126,13,Separated,Husband,White,Male,1698,40,0
19260,45,Local-gov,181964,8,Married-civ-spouse,Husband,White,Male,1567,47,0
19261,50,Private,338283,8,Married-civ-spouse,Husband,White,Male,568,40,0
19262,36,State-gov,37931,9,Married-civ-spouse,Unmarried,White,Male,0,61,0
19263,56,Without-pay,35520,9,Divorced,Not-in-family,White,Male,2835,42,1
19264,33,Private,29859,10,Never-married,Own-child,Black,Male,0,40,0
19265,75,Private,222993,9,Never-married,Own-child,White,Male,2613,54,1
19266,30,Private,35576,10,Married-civ-spouse,Husband,White,Male,2415,50,0
19267,56,Private,244580,9,Married-civ-spouse,Husband,Other,Male,1662,40,0
19268,42,Private,155972,9,Married-civ-spouse,Not-in-family,White,Male,1237,40,0
19269,46,State-gov,107231,10,Married-civ-spouse,Not-in-family,White,Male,3237,40,1
19270,32,Private,178002,8,Married-civ-spouse,Husband,White,Male,0,60,0
19271,32,Private,34361,9,Married-spouse-absent,Other-relative,White,Male,3043,40,1
19272,34,Local-gov,177675,10,Never-married,Not-in-family,White,Male,1215,6,0
19273,53,Self-emp-not-inc,100109,6,Married-civ-spouse,Husband,White,Male,1977,24,0
19274,42,Private,222884,6,Never-married,Not-in-family,White,Male,628,55,0
19275,48,Self-emp-not-inc,186172,12,Married-civ-spouse,Husband,White,Male,0,40,0
19276,77,Self-emp-not-inc,159168,4,Married-spouse-absent,Not-in-family,White,Female,0,20,0
19277,46,Local-gov,266860,12,Married-civ-spouse,Not-in-family,White,Male,0,60,0
19278,53,Private,239155,10,Married-civ-spouse,Own-child,White,Male,1431,50,0
19279,44,Private,288433,10,Never-married,Wife,Black,Female,3338,40,1
19280,52,Self-emp-inc,77392,6,Married-civ-spouse,Husband,White,Male,0,14,0
19281,47,Local-gov,109705,14,Divorced,Not-in-family,White,Female,2417,40,0
19282,26,Private,43387,13,Married-civ-spouse,Husband,White,Male,0,40,0
19283,36,Private,220531,9,Married-civ-spouse,Unmarried,White,Male,0,48,0
19284,44,Private,191196,10,Married-civ-spouse,Husband,White,Male,0,2,0
19285,50,Private,333611,3,Never-married,Other-relative,White,Male,2720,54,1
19286,26,Local-gov,192213,14,Never-married,Not-in-family,White,Female,2958,40,1
19287,46,Private,261059,2,Married-civ-spouse,Other-relative,White,Male,1977,50,0
19288,49,Private,192323,9,Married-civ-spouse,Husband,Other,Male,0,61,0
19289,45,Private,233511,10,Married-civ-spouse,Husband,White,Male,1155,60,0
19290,88,Without-pay,224566,13,Never-married,Not-in-family,White,Male,0,45,0
19291,28,Local-gov,181916,10,Separated,Not-in-family,White,Male,2751,40,1
19292,38,Private,172538,8,Separated,Husband,White,Male,1977,40,0
19293,50,Private,276718,9,Never-married,Own-child,White,Male,2611,20,0
19294,43,Private,254146,10,Married-spouse-absent,Wife,White,Male,1902,40,0
19295,43,Self-emp-not-inc,437318,10,Married-civ-spouse,Not-in-family,White,Male,0,40,0
19296,37,State-gov,146091,13,Never-married,Not-in-family,White,Female,0,40,0
19297,44,Local-gov,208528,12,Married-AF-spouse,Husband,White,Male,0,61,1
19298,34,Private,104293,12,Never-married,Unmarried,White,Female,3578,40,1
19299,48,Private,84119,9,Never-married,Own-child,White,Male,2501,40,1
19300,69,Local-gov,189956,13,Married-civ-spouse,Wife,White,Female,0,40,0
19301,21,Self-emp-inc,36327,10,Married-civ-spouse,Husband,White,Male,0,60,0
19302,42,Private,249249,9,Married-civ-spouse,Husband,White,Male,0,60,0
19303,34,Self-emp-inc,384150,2,Married-civ-spouse,Husband,White,Male,0,40,0
19304,29,Private,101108,15,Married-civ-spouse,Not-in-family,White,Female,0,65,1
19305,64,Local-gov,210464,14,Widowed,Unmarried,Black,Female,3026,40,1
19306,65,Local-gov,194901,12,Married-civ-spouse,Husband,White,Male,2930,70,1
19307,65,Without-pay,154171,5,Married-civ-spouse,Husband,White,Male,0,60,0
19308,21,Self-emp-not-inc,328906,13,Never-married,Not-in-family,White,Male,2711,35,1
19309,36,Private,172256,11,Married-civ-spouse,Unmarried,White,Male,0,44,0
19310,58,Self-emp-inc,136081,9,Married-civ-spouse,Wife,White,Female,0,35,0
19311,46,Private,146919,4,Married-civ-spouse,Wife,White,Female,0,63,0
19312,51,Private,49017,13,Married-civ-spouse,Husband,White,Male,0,60,0
19313,52,Federal-gov,533660,7,Married-civ-spouse,Husband,Black,Male,0,40,0
19314,32,Local-gov,195602,13,Married-civ-spouse,Not-in-family,White,Male,1977,45,0
19315,36,Self-emp-inc,91037,9,Married-civ-spouse,Wife,White,Female,0,15,0
19316,53,Private,200190,1,Widowed,Not-in-family,White,Male,0,40,0
19317,23,Private,154076,10,Never-married,Not-in-family,Other,Female,0,40,0
19318,58,Federal-gov,30497,9,Married-civ-spouse,Husband,White,Male,0,72,0
19319,38,Private,269318,4,Married-civ-spouse,Husband,White,Male,0,50,0
19320,36,Private,143123,4,Married-civ-spouse,Husband,White,Male,1902,40,0
19321,24,Private,144638,14,Divorced,Not-in-family,White,Female,0,45,0
19322,43,Private,245056,9,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,2450,40,0
19323,34,Private,300681,4,Married-civ-spouse,Husband,Black,Male,3656,40,0
19324,26,State-gov,122485,9,Never-married,Not-in-family,White,Male,3051,40,1
19325,40,Private,154374,7,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,60,0
19326,45,Private,304643,10,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,55,0
19327,26,Private,176634,13,Never-married,Wife,White,Female,0,35,0
19328,30,Private,206051,9,Married-spouse-absent,Unmarried,White,Male,0,40,0
19329,34,Private,430554,10,Never-married,Husband,White,Male,0,62,0
19330,43,Private,191982,11,Separated,Own-child,White,Female,2584,55,1
19331,45,Private,192835,1,Married-spouse-absent,Husband,White,Male,1977,55,0
19332,53,Private,89160,15,Never-married,Own-child,White,Female,3022,18,1
19333,63,Private,116993,9,Married-civ-spouse,Own-child,White,Male,887,40,0
