,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
760121,13212,0.0,g,f,0,f,f,0.0,z,e,p,y,15.0,29.17,a,0
760122,13212,0.0,g,f,0,f,f,0.0,z,e,p,y,15.0,35.31,a,0
760123,13212,0.0,g,f,0,f,f,7.4,z,e,p,y,15.0,28.08,a,0
760124,62749,1531.2,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
760125,97994,120.0,g,f,0,f,t,0.125,ff,ff,p,u,0.585,23.58,a,1
760126,20773,120.0,g,f,0,f,t,0.125,ff,d,p,y,0.585,23.58,a,1
760127,7004,120.0,g,f,9,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
760128,500,260.0,g,f,2,t,f,0.25,v,k,p,y,0.585,27.75,b,0
760129,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,38.67,b,0
760130,500,260.0,g,f,2,t,f,8.4,v,cc,p,y,0.585,27.75,b,0
760131,500,402.2,g,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
760132,456,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,b,0
760133,456,0.0,g,f,41,t,f,2.0,v,c,g,u,1.0,36.0,a,0
760134,456,245.0,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,a,0
760135,456,0.0,g,f,11,t,f,2.0,z,c,g,u,1.0,36.0,a,0
760136,690,352.0,g,t,5,t,f,1.75,o,c,g,u,0.75,16.08,b,0
760137,690,1333.6,g,t,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
760138,690,352.0,g,t,5,t,f,1.75,v,c,g,u,8.47,16.08,b,0
760139,55571,352.0,g,t,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
760140,600,40.0,g,t,6,t,f,1.625,dd,w,g,u,9.5,18.83,a,0
760141,600,40.0,g,t,6,f,f,1.625,v,w,g,u,9.5,18.83,a,0
760142,600,40.0,s,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
760143,600,40.0,g,f,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
760144,284,290.0,g,t,11,t,f,2.125,h,w,g,l,11.5,23.08,b,0
760145,284,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,49.78,b,0
760146,284,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,60.85,b,0
760147,284,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
760148,300,160.0,g,t,0,f,t,8.9,v,d,p,y,11.625,23.33,b,0
760149,300,160.0,g,f,0,f,t,0.835,v,e,p,y,11.625,23.33,b,0
760150,300,160.0,g,t,0,f,f,0.835,v,x,p,y,11.625,23.33,b,0
760151,300,160.0,g,t,0,f,f,1.2,v,w,p,y,11.625,23.33,b,0
760152,50,80.0,g,t,3,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
760153,50,80.0,g,t,1,t,f,20.0,h,cc,g,u,10.335,20.75,a,0
760154,50,80.0,g,t,1,t,f,0.335,h,cc,g,u,19.02,20.75,a,0
760155,51705,80.0,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
760156,237,240.0,g,f,4,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
760157,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
760158,237,240.0,g,f,0,f,t,0.665,v,w,g,u,1.04,41.58,a,1
760159,237,468.4,g,f,0,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
