,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
15960444,54718,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,36.33,b,1
15960445,150,100.0,g,t,1,t,f,2.25,v,c,g,u,1.835,20.42,b,0
15960446,3065,0.0,g,f,7,t,f,5.0,v,c,g,u,5.0,40.58,b,0
15960447,1,120.0,g,f,1,t,t,0.165,h,m,g,u,10.0,17.58,b,1
15960448,0,260.0,g,t,0,f,f,0.125,v,q,g,u,21.06,59.67,b,0
15960449,18,120.0,g,f,0,f,t,1.0,j,c,g,u,0.375,15.75,a,1
15960450,100000,450.0,p,t,0,f,f,11.3,o,ff,g,l,22.0,17.5,b,0
15960451,0,224.0,g,f,0,t,t,0.25,v,k,p,y,1.25,29.83,b,1
15960452,0,396.0,g,t,3,t,f,0.96,v,m,g,u,0.875,42.41,b,0
15960453,47912,180.0,g,f,0,f,t,0.125,v,aa,g,y,0.625,23.0,b,1
15960454,7,420.0,g,f,2,t,f,4.75,v,x,g,u,14.19,28.25,b,0
15960455,3,100.0,g,t,5,t,f,3.75,v,w,g,u,1.54,50.91,b,0
15960456,16,20.0,g,t,0,f,t,3.0,z,k,p,y,11.5,23.58,a,0
15960457,0,1162.5,g,t,0,f,t,1.0,v,k,g,u,6.0,38.25,b,0
15960458,11419,0.0,g,t,0,f,f,0.665,h,d,g,u,0.25,21.83,b,0
15960459,97468,720.0,g,t,0,f,t,0.25,bb,aa,g,u,12.5,27.42,b,1
15960460,7,144.0,g,t,8,t,f,1.5,bb,c,p,y,22.74,28.25,b,0
15960461,0,200.0,g,f,0,f,t,0.125,v,q,g,u,0.25,22.26,b,1
15960462,0,144.0,g,f,56,f,t,0.5,v,d,g,u,0.0,20.0,b,1
15960463,1391,200.0,g,f,14,t,f,1.625,v,c,g,u,7.0,20.42,b,0
15960464,500,515.0,g,f,1,t,f,1.625,h,x,g,u,25.125,35.17,b,0
15960465,5,80.0,g,t,1,t,t,6.1,v,c,g,u,0.54,17.92,a,1
15960466,1249,0.0,g,f,11,t,f,0.0,bb,r,g,u,10.0,51.33,b,0
15960467,0,260.0,g,f,0,f,t,1.25,h,e,p,y,10.085,33.19,b,1
15960468,0,100.0,g,f,0,f,f,0.04,v,aa,g,y,3.0,20.83,a,0
15960469,1000,220.0,g,f,0,t,t,0.165,v,aa,g,u,6.165,22.75,a,1
15960470,51520,340.0,g,f,0,f,f,6.0,h,c,g,u,11.835,20.5,a,0
15960471,1000,200.0,g,f,60,t,f,0.5,v,aa,p,y,0.54,39.92,b,0
15960472,0,92.0,g,t,0,f,f,12.75,h,q,g,u,18.83,42.17,b,0
15960473,15108,260.0,g,f,3,t,f,0.25,v,m,g,u,0.375,36.69,b,0
15960474,95305,340.0,g,f,0,f,t,0.165,h,q,p,y,10.0,18.17,a,1
15960475,857,253.0,g,t,4,t,f,4.5,h,x,gg,u,1.75,33.5,b,0
15960476,2,2000.0,g,f,1,t,t,5.0,v,c,p,y,0.665,19.58,a,1
15960477,5552,0.0,g,f,2,t,t,0.5,v,c,g,u,12.625,23.25,b,1
15960478,316,0.0,g,f,0,f,t,1.5,n,c,g,u,1.625,39.5,b,1
15960479,0,206.8,g,t,3,t,f,3.165,v,x,p,y,3.165,33.17,b,0
15960480,1208,200.0,g,f,17,t,f,2.5,v,c,g,u,11.25,31.54,b,0
15960481,0,550.0,g,f,0,t,t,0.21,bb,i,g,u,5.0,39.92,b,1
15960482,158,60.0,g,f,14,t,f,1.96,v,i,g,u,8.17,20.17,b,0
15960483,40656,340.0,g,f,0,f,t,0.0,ff,ff,g,u,1.665,27.33,a,1
15960484,83566,280.0,s,t,0,f,t,0.25,v,d,g,u,0.165,18.25,b,1
15960485,85251,400.0,g,f,6,t,f,3.5,h,cc,g,u,12.33,25.0,a,0
15960486,41279,160.0,g,f,0,f,t,0.125,v,i,g,u,2.25,22.17,b,1
15960487,0,280.0,g,f,0,f,t,0.085,v,k,g,u,2.74,38.67,b,0
15960488,19,220.0,g,f,1,t,f,12.4,v,c,g,u,12.0,30.67,a,0
15960489,1260,0.0,g,f,6,t,f,7.875,v,c,g,u,8.0,47.75,a,0
15960490,94553,240.0,s,t,0,f,t,2.0,v,c,p,y,0.835,20.67,b,1
15960491,1212,100.0,g,t,0,f,t,1.585,v,k,g,u,11.46,31.83,b,1
15960492,610,274.0,g,f,2,t,f,3.25,v,i,g,u,4.25,34.42,b,0
15960493,4000,611.8,g,t,0,f,t,1.5,v,m,p,y,11.5,22.5,b,1
15960494,0,180.0,g,f,32,f,t,0.085,h,c,g,u,0.585,63.78,b,1
15960495,960,100.0,g,f,0,f,f,3.7,j,j,g,u,4.0,46.0,a,0
15960496,46175,130.0,g,t,0,f,t,0.5,v,m,p,y,0.5,40.92,b,1
15960497,204,1215.4,g,f,0,f,t,0.25,h,c,p,y,0.875,21.17,b,1
15960498,0,380.0,g,t,0,f,t,0.04,v,aa,g,u,0.165,19.5,a,1
15960499,6,290.0,g,t,0,f,f,4.9,v,w,g,u,5.25,34.17,b,0
15960500,3620,210.0,g,t,0,f,t,1.0,v,i,g,u,2.5,35.0,b,0
15960501,0,1260.8,s,t,0,f,t,11.0,v,w,g,u,5.0,28.33,b,0
15960502,72749,120.0,g,f,0,t,t,0.125,v,aa,p,y,10.415,18.42,b,1
15960503,0,202.0,g,f,1,t,f,1.25,v,w,g,y,0.0,30.83,b,0
15960504,25,160.0,g,f,0,f,t,4.5,j,ff,g,u,2.75,23.5,b,1
15960505,500,99.0,g,f,5,t,f,2.25,dd,e,g,u,5.29,30.0,a,0
15960506,21065,120.0,g,t,2,t,f,1.75,v,w,p,y,4.0,13.75,b,0
15960507,0,0.0,g,f,9,t,f,8.5,v,r,g,u,15.0,51.58,b,0
15960508,0,0.0,s,f,0,f,t,0.0,ff,ff,g,u,13.85,69.5,a,1
15960509,0,228.0,g,t,0,f,f,0.125,v,q,gg,u,5.5,37.75,a,0
15960510,57495,320.0,s,t,0,f,t,0.5,v,m,g,u,0.75,23.0,b,1
15960511,800,260.0,g,f,23,t,f,1.29,v,m,g,u,3.0,22.83,b,0
15960512,24761,240.0,g,f,0,f,t,0.585,v,d,p,y,0.75,36.42,b,1
15960513,81256,200.0,g,t,2,t,t,0.585,bb,c,g,u,10.915,19.33,b,1
15960514,59,840.0,g,t,1,t,f,0.04,o,x,p,y,0.54,21.92,b,0
15960515,27100,60.0,g,f,0,f,t,0.25,v,aa,p,y,0.0,16.25,b,1
15960516,229,164.0,g,f,0,f,f,2.46,v,x,p,y,8.46,22.5,a,0
15960517,20,335.3,g,f,0,f,t,0.0,j,j,p,y,3.0,31.75,a,1
15960518,5,220.0,g,f,0,f,t,1.665,v,w,g,u,0.665,44.92,a,1
15960519,2000,88.0,g,t,1,t,f,14.0,h,cc,g,u,8.5,55.8,b,0
15960520,50445,333.0,g,f,1,t,f,2.75,h,q,g,u,0.75,47.25,a,0
15960521,150,160.0,g,f,0,f,f,1.415,v,aa,g,u,15.47,26.08,a,0
15960522,26028,136.0,g,t,0,f,t,0.54,v,c,g,u,1.79,23.58,b,1
15960523,2732,380.0,g,f,11,t,f,0.25,v,k,p,l,0.205,48.58,b,0
15960524,0,0.0,g,t,8,t,f,7.96,h,x,g,u,9.79,42.0,b,0
15960525,162,300.0,g,t,22,t,f,0.375,v,c,p,y,0.375,43.08,b,0
15960526,0,0.0,g,f,0,f,f,2.5,v,c,gg,u,0.0,44.33,a,0
15960527,5298,0.0,p,f,0,f,f,1.25,h,x,g,u,1.125,26.75,b,0
15960528,0,470.0,g,t,6,t,f,5.0,h,q,g,u,6.96,41.42,b,0
15960529,22183,400.0,s,f,0,f,t,0.165,v,m,p,y,1.71,39.42,b,1
15960530,1,17.0,g,f,46,t,t,0.0,ff,ff,g,u,5.0,39.58,b,1
15960531,0,200.0,s,f,15,f,t,3.0,v,w,p,y,2.5,34.83,b,0
15960532,55,280.0,g,t,0,f,t,0.125,z,k,g,u,0.46,22.25,b,1
15960533,99104,422.0,g,f,0,f,f,1.415,h,c,g,u,1.5,23.33,b,0
15960534,65981,288.0,s,f,0,f,t,0.25,v,m,g,u,0.5,39.83,b,1
15960535,0,240.0,g,f,4,f,t,0.04,v,c,p,y,0.75,29.67,b,1
15960536,7544,140.0,g,f,4,t,f,1.0,h,x,g,u,18.96,27.67,b,0
15960537,32,1421.4,g,t,0,f,t,0.0,h,x,p,y,10.5,20.42,a,1
15960538,5000,0.0,g,t,15,t,f,7.585,bb,k,g,u,7.585,49.5,b,0
15960539,0,20.0,s,t,0,f,f,3.0,v,aa,g,u,12.5,73.66,b,0
15960540,38786,94.0,g,f,1,t,t,0.0,ff,ff,g,u,19.0,49.58,b,1
15960541,11122,320.0,s,t,0,f,t,0.5,v,m,g,l,0.75,23.0,b,1
15960542,0,0.0,s,f,0,f,t,0.085,v,m,g,u,0.17,69.7,b,1
15960543,4700,186.0,g,f,10,t,f,1.5,v,c,g,u,1.625,62.56,b,0
15960544,4607,240.0,p,f,14,t,f,6.5,v,m,g,u,9.5,39.25,b,0
15960545,300,0.0,g,t,0,f,f,2.25,bb,i,g,u,1.0,38.34,a,0
15960546,35,672.3,g,t,11,t,f,2.0,v,w,g,u,1.5,27.83,b,0
15960547,64694,221.0,g,t,0,f,t,0.25,v,i,g,u,2.0,36.67,b,1
15960548,0,195.0,g,t,7,t,f,8.5,bb,e,p,y,4.04,34.5,b,0
15960549,0,154.0,g,t,0,f,t,5.25,z,x,p,y,9.0,32.67,b,0
15960550,300,311.0,g,f,3,t,f,5.4,h,cc,g,u,4.46,31.92,b,0
15960551,5436,340.0,s,t,0,f,t,2.25,h,cc,g,u,2.5,30.67,b,1
15960552,1704,519.0,g,t,2,t,f,13.875,v,x,g,u,3.0,35.41,a,0
15960553,94662,757.3,g,f,0,f,t,0.0,ff,ff,p,y,0.585,22.17,b,1
15960554,327,200.0,g,t,6,t,f,1.875,h,d,g,u,1.5,23.92,b,0
15960555,0,0.0,g,f,5,t,f,8.665,v,m,g,u,9.625,53.92,b,0
15960556,251,220.0,g,t,0,f,t,0.165,h,q,g,u,0.75,71.34,b,1
15960557,91047,120.0,g,f,0,f,t,1.5,h,ff,p,y,2.04,51.83,b,1
15960558,300,92.0,g,f,1,t,t,0.0,ff,ff,g,u,5.42,27.17,a,1
15960559,18784,168.0,g,f,0,f,t,0.165,v,d,g,u,1.335,41.17,b,1
15960560,0,40.0,s,f,0,f,f,2.5,v,c,p,y,20.39,20.5,b,0
15960561,456,200.0,g,f,0,t,t,4.5,bb,i,p,y,2.5,24.33,a,1
15960562,400,80.0,s,t,2,t,f,1.5,v,q,p,y,0.79,23.42,a,0
15960563,0,110.0,s,f,0,f,f,16.0,v,m,g,u,16.11,48.33,b,0
15960564,3590,260.0,g,f,0,f,t,1.0,dd,e,p,y,0.5,20.83,a,1
15960565,7059,0.0,g,f,7,t,f,0.625,v,j,g,u,3.5,25.17,b,0
15960566,168,381.0,g,f,6,t,f,18.2,h,q,g,u,9.335,28.67,b,0
15960567,13090,112.0,g,f,51,f,t,5.0,h,c,p,y,12.75,62.5,b,1
15960568,3000,0.0,g,f,0,f,f,0.04,h,x,p,u,0.04,51.42,b,0
15960569,37193,180.0,g,f,3,t,t,0.5,ff,ff,p,y,1.04,24.5,b,1
15960570,0,312.0,g,t,5,t,f,1.46,v,c,g,u,0.5,62.91,b,0
15960571,51100,534.5,g,f,6,t,f,6.5,bb,e,g,u,8.0,47.42,a,0
15960572,0,96.0,g,f,2,t,f,0.75,h,cc,g,u,8.585,19.17,a,0
15960573,0,0.0,s,t,0,f,f,2.25,j,c,g,u,7.19,22.67,b,0
15960574,5,220.0,g,t,63,f,t,0.085,h,i,g,u,0.835,23.58,b,1
15960575,1,369.0,s,t,2,t,t,5.085,h,q,p,y,3.25,27.58,b,1
15960576,91933,160.0,g,t,0,f,t,0.5,h,i,p,y,1.25,34.83,a,1
15960577,390,441.6,g,f,0,f,t,0.25,v,aa,g,u,1.665,38.92,a,1
15960578,100,60.0,g,t,0,f,t,0.125,v,i,g,u,6.5,17.42,b,1
15960579,0,168.0,g,t,5,t,f,5.04,v,aa,g,u,14.79,27.34,b,0
15960580,4000,640.0,g,t,12,f,t,0.5,bb,i,g,u,2.25,26.92,b,1
15960581,50300,160.0,g,f,0,f,t,0.0,j,j,p,y,1.75,21.75,a,1
15960582,56769,140.0,g,f,0,f,t,0.04,h,i,p,y,4.125,21.08,b,1
15960583,100,232.0,g,f,1,t,f,0.0,ff,ff,g,u,14.11,64.08,a,0
15960584,0,188.0,g,f,0,f,t,4.0,v,aa,g,u,2.21,25.67,b,1
15960585,0,171.0,g,t,10,t,t,0.5,bb,i,g,u,3.54,28.58,a,1
15960586,38802,200.0,s,f,0,f,t,0.085,n,m,g,u,0.835,16.25,b,1
15960587,0,1578.9,g,t,0,f,t,3.0,v,q,p,u,11.0,22.5,a,0
15960588,71871,132.0,s,t,10,t,t,0.5,bb,i,p,y,1.04,30.08,b,1
15960589,6700,0.0,g,f,13,t,f,10.0,o,i,g,u,21.0,58.42,a,0
15960590,0,225.0,s,t,0,f,t,0.125,v,m,g,u,4.25,34.91,b,0
15960591,40,200.0,g,f,0,f,f,0.21,n,q,g,u,0.88,18.0,b,0
15960592,2000,127.9,g,t,1,t,f,0.04,bb,m,p,y,0.08,34.08,b,0
15960593,200,232.0,g,t,0,f,t,2.5,v,i,g,u,2.75,34.17,b,1
15960594,827,399.0,g,f,9,t,f,3.5,h,cc,g,u,1.665,27.25,b,0
15960595,551,1570.5,g,t,2,t,f,0.5,h,x,g,u,11.75,23.0,a,0
15960596,567,120.0,g,t,20,t,f,1.5,v,aa,g,u,12.5,24.75,a,0
15960597,93889,140.0,g,t,5,t,t,0.795,v,c,g,u,0.75,19.75,a,1
15960598,5124,96.0,g,t,7,t,f,0.29,v,c,g,u,0.58,48.16,b,0
15960599,76993,200.0,g,t,1,t,t,0.415,v,q,g,u,0.83,23.58,a,1
15960600,4,240.0,g,t,1,t,t,0.25,v,cc,g,u,0.71,23.75,a,1
15960601,33,0.0,g,f,3,t,t,0.04,h,w,g,u,1.375,15.73,a,1
15960602,35945,252.0,s,t,0,f,t,0.085,h,d,g,u,0.5,30.33,b,1
15960603,3257,129.0,g,f,7,t,f,2.585,v,e,g,u,5.665,22.42,a,0
15960604,10,0.0,g,t,10,t,t,1.75,v,aa,g,u,9.5,17.33,b,1
15960605,99,80.0,g,f,11,t,f,0.29,h,q,g,u,7.16,19.67,a,0
15960606,0,136.0,g,t,0,f,t,2.0,v,aa,g,u,11.045,20.0,b,1
15960607,126,160.0,g,f,1,t,t,0.0,ff,x,g,u,0.335,16.08,a,1
15960608,100,240.0,g,f,1,t,f,0.75,h,w,g,u,1.415,18.59,b,0
15960609,42128,180.0,g,f,0,f,t,0.085,v,cc,p,y,0.335,33.58,b,1
15960610,364,280.0,g,f,0,f,t,0.29,v,k,g,u,0.29,60.42,b,1
15960611,47063,760.0,g,f,1,t,t,0.21,h,q,g,u,25.21,43.25,b,1
15960612,21455,0.0,g,t,7,t,f,5.0,v,q,g,u,10.5,45.83,a,0
15960613,0,231.0,g,t,0,f,t,9.7,v,k,g,u,0.75,35.58,b,1
15960614,1,128.3,g,t,2,t,t,1.0,v,aa,g,u,0.165,16.0,a,1
15960615,66027,176.0,g,t,0,f,t,10.0,h,x,p,y,2.9,40.92,b,1
15960616,1065,260.0,g,t,0,f,f,0.375,v,w,p,y,8.86,27.0,b,0
15960617,0,76.0,g,f,0,f,t,0.0,ff,k,g,u,1.5,38.75,a,1
15960618,50,0.0,g,f,10,f,t,0.0,ff,ff,g,u,10.21,17.92,a,1
15960619,0,655.0,g,f,0,f,f,0.665,v,cc,g,u,11.0,22.08,b,0
15960620,0,22.0,g,t,7,t,f,20.0,h,e,g,u,11.0,65.42,b,0
15960621,5784,330.0,g,f,8,t,f,3.125,v,cc,g,u,6.5,30.17,b,0
15960622,0,1836.7,g,t,3,t,t,0.585,h,c,g,u,0.54,63.33,b,1
15960623,96980,491.0,g,t,0,f,f,0.875,h,c,g,u,0.5,25.75,a,0
15960624,0,1130.5,g,f,6,t,f,0.29,v,x,g,u,11.0,21.83,b,0
15960625,160,0.0,g,t,1,t,t,10.5,v,q,g,u,7.625,15.83,a,1
15960626,0,356.0,g,t,0,f,t,9.1,v,k,g,u,1.54,21.83,b,1
15960627,2,160.0,g,f,0,t,t,1.625,v,c,p,y,7.0,44.83,b,1
15960628,0,132.0,g,f,0,f,t,13.9,v,c,g,u,0.125,16.5,b,1
15960629,0,70.0,g,t,6,t,f,8.625,v,w,p,u,13.915,39.58,b,0
15960630,0,0.0,s,f,0,f,f,4.58,n,q,g,u,4.625,42.83,b,0
15960631,394,200.0,g,t,2,t,t,13.6,v,c,g,u,0.75,22.67,a,1
15960632,0,140.0,g,t,20,t,t,0.835,h,k,p,y,10.0,19.67,b,1
15960633,25850,280.0,s,t,0,f,t,5.0,bb,c,g,u,4.0,33.69,b,0
15960634,173,180.0,g,t,2,f,t,3.335,v,c,g,u,12.125,22.17,b,1
15960635,72591,300.0,s,t,0,f,t,0.0,bb,i,g,u,1.5,40.58,b,1
15960636,537,890.0,g,f,0,f,t,3.0,h,d,p,y,1.0,27.83,b,1
15960637,0,73.0,g,t,0,f,t,5.1,bb,i,g,u,6.5,51.92,a,1
15960638,0,300.0,g,f,6,f,t,0.085,v,c,g,u,2.085,31.0,b,1
15960639,45914,110.0,g,f,0,f,t,0.25,v,c,g,u,1.25,24.58,b,1
15960640,400,1644.5,g,t,0,f,t,0.25,v,c,p,y,1.75,37.5,b,1
15960641,1349,80.0,p,f,0,f,f,0.04,v,cc,g,u,11.585,22.92,a,0
15960642,5860,160.0,g,t,0,f,f,1.04,h,x,g,u,0.875,60.77,a,0
15960643,300,120.0,g,f,2,t,f,1.5,v,j,g,u,2.0,18.5,b,0
15960644,33232,160.0,g,f,0,f,t,0.125,v,k,p,y,10.125,38.25,b,1
15960645,84923,320.0,g,t,10,t,f,0.25,v,k,p,y,4.415,36.67,b,0
15960646,20187,120.0,g,t,5,t,f,8.5,v,q,g,u,9.0,23.5,a,0
15960647,1000,0.0,g,t,6,t,f,7.5,h,x,p,u,5.0,34.92,b,0
15960648,0,1801.2,g,f,0,f,f,0.165,v,cc,g,u,0.665,23.92,b,0
15960649,809,100.0,g,t,7,t,f,2.5,v,q,g,u,2.72,22.75,b,0
15960650,11202,0.0,g,f,15,t,f,6.29,v,k,g,u,14.68,52.5,b,0
15960651,70009,140.0,g,f,0,f,t,0.04,v,m,gg,y,6.75,18.08,b,1
15960652,1097,108.0,g,t,12,t,f,1.29,v,m,g,u,6.0,39.08,b,0
15960653,0,100.0,g,f,15,f,t,0.0,ff,k,g,u,0.54,26.83,b,1
15960654,0,280.0,g,t,0,f,t,7.0,v,w,p,y,16.66,33.0,b,1
15960655,1,160.0,g,t,8,f,t,1.085,v,k,p,y,3.0,21.0,b,0
15960656,3376,0.0,g,f,14,t,f,0.0,z,e,g,u,15.0,46.46,a,0
15960657,0,0.0,g,f,18,t,f,1.0,v,c,g,u,6.0,25.17,b,0
15960658,19,96.0,g,f,1,t,t,0.0,n,ff,g,u,1.125,31.25,b,1
15960659,1400,0.0,g,t,11,t,f,0.0,ff,j,g,u,14.0,65.17,a,0
15960660,90807,100.0,g,t,0,f,t,2.0,v,cc,p,y,1.5,44.68,b,1
15960661,0,200.0,g,t,2,t,t,1.29,v,q,g,u,5.2,25.42,a,1
15960662,1236,1392.8,g,t,23,t,f,0.125,h,q,p,y,2.04,41.0,a,0
15960663,59228,980.0,g,t,0,f,t,13.5,v,cc,g,u,5.0,38.58,a,1
15960664,10,603.0,g,t,1,t,t,2.79,v,m,g,u,3.0,27.58,a,1
15960665,1344,383.0,g,f,14,t,f,4.0,v,w,g,u,3.335,27.88,b,0
15960666,31285,164.0,g,t,49,f,f,6.5,h,r,g,u,1.04,33.17,b,0
15960667,10561,21.0,g,t,0,f,f,11.0,v,q,p,u,16.5,60.58,a,0
15960668,60552,260.0,g,f,0,f,f,4.335,h,c,g,u,1.835,29.92,b,0
15960669,0,0.0,g,f,0,f,f,0.04,v,c,g,u,7.27,16.17,b,0
15960670,0,1658.5,g,t,1,f,t,4.29,v,cc,g,u,4.25,26.67,b,0
15960671,50000,1493.0,g,t,1,t,f,1.54,v,cc,g,u,1.54,34.17,b,0
15960672,1000,0.0,g,t,9,t,f,17.5,h,x,g,u,20.0,32.67,b,0
15960673,150,312.0,g,t,3,t,f,4.25,h,c,g,u,0.75,27.0,b,0
15960674,1950,254.0,g,f,4,t,t,0.085,v,m,g,u,0.875,24.08,a,1
15960675,1583,0.0,g,f,4,t,f,0.75,v,aa,g,u,10.12,35.75,a,0
15960676,59038,280.0,g,f,0,f,t,1.0,v,x,p,y,1.085,29.5,a,1
15960677,67259,0.0,g,t,15,t,f,18.0,ff,ff,g,u,14.5,60.08,b,0
15960678,948,819.7,g,f,6,t,f,0.21,h,c,g,u,0.42,41.92,b,0
15960679,68851,144.0,g,f,0,f,t,0.085,v,i,g,u,0.79,22.67,a,1
15960680,24422,395.0,g,t,1,t,f,1.665,v,x,g,u,1.71,25.08,b,0
15960681,22177,130.0,g,f,0,f,t,3.3,ff,ff,g,u,0.835,40.92,b,1
15960682,918,80.0,g,f,3,t,f,2.5,v,aa,g,u,6.0,57.35,a,0
15960683,1000,200.0,g,f,0,f,t,0.04,ff,i,g,u,9.54,20.75,a,1
15960684,0,711.0,g,t,0,f,f,5.75,h,x,g,u,4.5,56.3,b,0
15960685,21,80.0,g,f,1,t,t,0.665,v,aa,g,u,2.75,52.14,b,1
15960686,81644,200.0,g,f,1,t,t,0.165,v,c,p,y,0.415,18.83,b,1
15960687,6,0.0,g,f,1,t,t,0.085,v,w,p,u,3.125,16.0,b,1
15960688,0,0.0,g,t,1,t,f,13.0,z,ff,g,u,5.5,67.75,b,0
15960689,22397,60.0,g,t,0,f,t,1.5,v,c,p,y,5.5,34.0,b,1
15960690,1,100.0,g,f,1,t,t,0.04,v,m,g,u,11.08,19.42,b,1
15960691,1270,150.0,g,f,7,t,f,4.5,v,k,g,u,2.5,50.54,b,0
15960692,0,320.0,g,t,0,f,t,2.415,v,c,g,u,9.41,58.58,b,0
15960693,2072,160.0,g,f,6,t,f,2.75,h,cc,g,u,11.09,32.83,b,0
15960694,0,399.0,g,t,0,f,t,1.5,v,c,p,y,0.29,25.67,b,0
15960695,85571,160.0,g,f,2,t,t,0.0,ff,ff,p,y,14.0,32.25,b,1
15960696,82249,100.0,g,f,8,t,f,1.75,h,cc,p,y,0.29,43.0,b,0
15960697,68,460.0,g,t,1,t,t,2.0,v,k,g,u,4.75,29.58,b,1
15960698,0,120.0,g,t,0,f,t,0.415,h,i,g,u,4.085,15.99,b,1
15960699,742,56.0,g,f,9,t,f,3.5,v,i,g,u,11.5,60.79,b,0
15960700,63174,160.0,g,f,0,f,t,0.21,v,k,g,u,1.75,41.58,b,1
15960701,0,477.6,g,t,12,t,f,4.25,h,m,g,u,6.5,37.33,b,0
15960702,4500,440.0,g,t,0,f,t,0.125,bb,i,g,u,1.335,37.43,b,1
15960703,23,349.0,g,f,0,f,t,0.25,bb,e,g,u,1.9,25.75,b,0
15960704,0,80.0,s,t,15,f,t,0.125,v,m,p,y,2.71,30.58,b,1
15960705,0,604.4,g,t,0,f,f,1.585,h,q,g,u,12.335,24.42,b,0
15960706,990,80.0,s,f,10,t,t,1.75,v,q,g,u,8.5,73.71,a,1
15960707,0,120.0,s,f,0,f,t,1.71,v,w,p,u,5.625,45.82,b,0
15960708,713,260.4,g,t,12,t,f,1.835,h,cc,g,u,1.585,27.25,b,0
