,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
1560213,87121,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,a,0
1560214,81842,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,a,0
1560215,94291,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,a,0
1560216,690,352.0,g,t,5,t,f,9.4,v,c,g,u,0.75,16.08,b,0
1560217,29052,352.0,g,t,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
1560218,690,352.0,g,t,5,t,f,1.75,v,aa,g,u,0.75,16.08,b,0
1560219,690,352.0,g,t,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
1560220,600,40.0,g,t,6,t,f,1.625,v,e,g,u,9.5,18.83,a,0
1560221,600,40.0,p,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
1560222,600,40.0,g,t,2,t,f,1.625,v,w,g,u,9.5,18.83,a,0
1560223,600,40.0,g,t,20,t,f,1.625,v,w,g,u,9.5,18.83,a,0
1560224,60532,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
1560225,284,290.0,g,t,11,t,f,2.125,h,w,g,u,0.4,23.08,b,0
1560226,284,290.0,g,t,11,t,f,2.125,ff,w,g,u,11.5,23.08,b,0
1560227,284,290.0,g,t,11,t,f,2.5,h,w,g,u,11.5,23.08,b,0
1560228,300,160.0,g,t,0,f,f,0.835,v,w,p,y,19.99,23.33,b,0
1560229,300,160.0,g,t,0,f,f,0.835,v,x,p,y,11.625,23.33,b,0
1560230,300,160.0,g,t,0,f,f,17.1,v,w,p,y,11.625,23.33,b,0
1560231,300,160.0,g,t,0,f,f,0.835,v,aa,p,y,11.625,23.33,b,0
1560232,50,80.0,g,t,1,t,f,0.335,h,cc,p,u,10.335,20.75,a,0
1560233,50,80.0,g,t,46,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
1560234,50,23.6,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
1560235,50,80.0,g,t,1,t,f,0.335,dd,cc,g,u,10.335,20.75,a,0
1560236,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,12.8,41.58,a,1
1560237,237,1493.5,g,f,0,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
1560238,61046,240.0,g,f,0,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
1560239,237,240.0,g,f,0,f,t,15.5,v,aa,g,u,1.04,41.58,a,1
1560240,0,0.0,s,t,0,f,t,0.585,v,d,g,u,1.585,30.75,b,1
1560241,0,0.0,s,t,17,f,t,0.585,v,d,g,u,1.585,30.75,b,1
1560242,37709,0.0,s,t,0,f,t,0.585,v,d,g,u,1.585,30.75,b,1
1560243,0,0.0,s,t,0,f,t,0.585,v,d,g,u,1.585,62.02,b,1
1560244,0,0.0,s,f,0,f,f,2.585,h,c,p,y,2.54,22.67,b,0
1560245,0,0.0,g,f,0,f,f,2.585,h,c,p,y,7.63,22.67,b,0
1560246,0,0.0,g,f,0,f,f,12.6,h,c,p,y,2.54,22.67,b,0
1560247,0,1038.9,g,f,0,f,t,2.585,h,c,p,y,24.13,22.67,b,0
1560248,0,360.0,g,t,0,f,f,2.5,v,m,p,u,4.0,32.08,b,0
1560249,0,779.1,g,t,0,f,t,2.5,n,m,g,u,4.0,32.08,b,0
1560250,0,360.0,g,t,0,f,t,2.5,v,r,g,y,4.0,32.08,b,0
1560251,0,1324.2,g,t,0,f,t,2.5,v,m,g,u,18.06,32.08,b,0
1560252,484,80.0,g,f,46,f,t,0.29,h,i,g,u,5.415,19.17,a,1
1560253,484,80.0,g,f,0,f,t,0.29,h,i,g,u,5.415,45.46,a,1
1560254,484,5.8,g,f,0,f,t,0.29,h,i,g,u,5.415,19.17,a,1
1560255,484,80.0,g,f,0,f,t,0.29,h,i,g,u,15.47,19.17,a,1
1560256,59155,240.0,g,t,0,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
1560257,0,240.0,g,t,41,f,t,1.0,v,aa,g,u,4.5,32.73,b,1
1560258,0,240.0,g,f,0,f,t,18.4,v,aa,g,u,4.5,34.0,b,1
1560259,57341,240.0,g,t,0,f,t,1.0,v,aa,p,u,4.5,34.0,b,1
1560260,2954,80.0,g,f,7,t,f,11.2,h,w,g,u,6.5,19.42,b,0
1560261,2954,80.0,g,f,7,t,f,1.46,h,w,g,u,4.38,19.42,b,0
1560262,2954,80.0,g,f,7,t,f,1.46,h,w,g,u,23.7,19.42,b,0
1560263,2954,80.0,g,f,7,t,f,1.46,h,w,g,u,4.1,19.42,b,0
1560264,0,0.0,g,f,0,f,f,0.0,z,e,g,u,9.96,20.25,b,0
1560265,0,0.0,g,f,0,f,f,8.0,dd,e,g,u,9.96,20.25,b,0
1560266,0,0.0,g,f,0,f,f,6.7,dd,e,g,u,9.96,20.25,b,0
1560267,0,0.0,g,f,0,f,f,0.0,dd,e,g,u,3.32,20.25,b,0
1560268,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,12.835,25.83,a,1
1560269,2,0.0,p,f,0,f,t,0.5,v,cc,g,u,12.835,25.83,b,1
1560270,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,12.835,18.42,b,1
1560271,2,0.0,g,f,0,f,t,0.5,v,x,g,u,12.835,25.83,b,1
1560272,0,360.0,g,f,0,f,f,0.875,h,x,g,u,0.65,25.17,a,0
1560273,0,360.0,g,f,0,f,f,0.875,h,x,g,u,17.51,25.17,a,0
1560274,0,360.0,g,f,0,f,f,0.875,z,x,g,u,2.875,25.17,a,0
1560275,94331,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
1560276,2197,252.0,g,t,0,f,t,1.0,bb,w,p,u,0.335,57.08,a,1
1560277,2197,252.0,g,t,49,f,t,1.0,bb,i,g,u,0.335,44.0,a,0
1560278,2197,252.0,g,t,0,t,t,1.0,bb,i,g,u,7.53,57.08,a,1
1560279,2197,252.0,g,t,15,f,t,16.7,bb,i,g,u,0.335,57.08,a,1
1560280,0,399.0,g,t,14,t,f,10.0,h,cc,g,u,5.875,39.33,a,0
1560281,0,399.0,g,f,14,t,f,10.0,h,cc,g,u,5.875,39.33,b,0
1560282,0,399.0,g,t,14,t,f,15.6,h,cc,g,u,5.875,39.33,b,0
1560283,0,399.0,g,t,14,t,f,10.0,o,cc,g,u,5.875,39.33,b,0
1560284,0,100.0,g,f,0,f,f,1.335,h,q,g,u,10.5,48.1,b,0
1560285,0,100.0,g,f,0,f,f,1.335,h,q,g,u,10.5,58.56,b,0
1560286,0,100.0,g,f,0,f,f,1.335,h,q,g,u,10.5,22.67,a,0
1560287,0,100.0,g,f,38,f,f,1.335,h,q,g,u,10.5,22.67,b,0
1560288,245,120.0,g,f,9,t,f,3.17,v,q,g,u,5.875,23.25,a,0
1560289,245,120.0,g,f,10,f,f,3.17,v,q,g,u,5.875,23.25,a,0
1560290,245,590.0,g,f,10,t,f,3.17,v,q,g,u,5.875,23.25,a,0
1560291,245,120.0,g,f,10,t,f,6.2,v,q,g,u,5.875,23.25,a,0
1560292,1,45.0,g,f,4,t,t,0.0,v,ff,p,y,0.0,19.0,b,1
1560293,1,45.0,g,f,4,t,t,0.0,ff,r,p,y,0.0,19.0,b,1
1560294,1,45.0,g,f,4,t,t,0.0,j,ff,p,y,0.0,19.0,b,1
1560295,1,45.0,g,f,4,t,t,0.0,ff,j,p,y,0.0,19.0,b,1
1560296,0,145.0,g,f,0,f,t,18.5,n,ff,g,u,0.585,50.75,b,1
1560297,97912,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
1560298,64393,145.0,g,f,0,f,t,2.7,ff,ff,g,u,0.585,50.75,b,1
1560299,0,145.0,g,f,0,f,t,16.5,ff,x,g,u,0.585,50.75,b,1
1560300,12050,144.0,s,t,0,f,t,0.335,v,i,g,u,18.14,22.5,a,1
1560301,32323,144.0,s,t,61,f,t,0.335,v,i,g,u,0.415,22.5,a,1
1560302,0,23.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,1
1560303,0,144.0,s,t,0,f,t,0.335,v,e,g,u,13.92,22.5,a,1
1560304,1,200.0,g,t,52,t,t,2.0,ff,ff,p,y,13.5,25.25,a,1
1560305,1,200.0,g,t,42,t,t,2.0,ff,ff,p,y,13.5,25.25,a,1
1560306,1,200.0,g,t,36,t,t,2.0,ff,ff,p,y,13.5,25.25,a,1
1560307,1,200.0,g,t,1,t,t,2.0,z,ff,p,y,13.5,25.25,a,1
1560308,67983,368.0,s,f,0,f,t,2.0,v,m,g,u,1.5,27.67,a,1
1560309,99965,368.0,s,f,0,f,t,2.0,v,m,g,u,1.5,27.67,a,1
1560310,0,368.0,s,f,0,f,t,2.0,dd,m,g,u,9.58,27.67,a,1
1560311,0,368.0,s,f,1,t,t,2.0,v,m,g,u,1.5,27.67,a,1
1560312,0,80.0,g,f,13,f,t,0.415,ff,ff,g,u,10.29,18.58,b,1
1560313,0,80.0,g,f,32,f,t,0.415,ff,ff,g,u,10.29,18.58,b,1
1560314,0,80.0,g,f,0,f,t,0.415,ff,ff,g,u,10.29,18.58,a,1
1560315,0,80.0,g,f,0,f,t,0.415,dd,ff,g,u,10.29,18.58,b,1
1560316,68169,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
1560317,75912,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
1560318,77985,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
1560319,34613,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
