,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
3960135,78750,144.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,1
3960136,60846,200.0,g,t,1,t,t,2.0,ff,ff,p,y,13.5,25.25,a,1
3960137,59876,368.0,s,f,0,f,t,2.0,v,m,g,u,1.5,27.67,a,1
3960138,0,80.0,g,f,0,f,t,0.415,h,ff,g,u,10.29,18.58,b,1
3960139,50928,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
3960140,80508,0.0,g,t,0,f,t,2.5,v,c,p,y,2.5,33.25,a,1
3960141,48015,100.0,g,t,26,f,t,0.5,v,i,g,u,11.5,21.5,b,1
3960142,0,31.2,g,t,0,f,t,7.5,v,aa,g,u,2.5,31.83,b,1
3960143,0,300.0,s,f,0,f,t,0.835,v,ff,g,u,1.0,23.25,a,0
3960144,25525,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,49.66,b,1
3960145,150,100.0,g,f,1,t,f,2.25,v,c,g,u,1.835,30.89,b,0
3960146,3065,0.0,g,f,33,t,f,5.0,v,c,g,u,5.0,40.58,b,0
3960147,1,120.0,g,f,1,t,t,0.165,h,w,p,u,10.0,17.58,b,1
3960148,0,1094.5,g,t,0,f,f,0.125,v,q,g,u,1.54,59.67,b,0
3960149,18,120.0,g,f,0,f,t,1.0,v,c,g,u,0.375,72.0,a,1
3960150,100000,450.0,g,t,0,f,f,0.0,o,ff,g,l,22.0,17.5,b,0
3960151,20893,224.0,g,f,0,f,t,0.25,v,k,p,y,1.25,29.83,b,1
3960152,0,396.0,g,t,3,t,f,0.96,v,m,g,u,0.875,28.25,a,0
3960153,4792,180.0,g,t,0,f,t,0.125,v,aa,p,y,0.625,23.0,b,1
3960154,77532,420.0,g,f,2,t,f,4.75,v,x,g,u,5.125,28.25,b,0
3960155,3,100.0,g,t,27,t,f,3.75,v,w,g,u,1.54,27.83,b,0
3960156,16,20.0,g,t,0,t,t,3.0,h,k,p,y,11.5,23.58,a,1
3960157,0,1008.1,g,t,0,f,t,1.0,v,k,g,u,6.0,38.25,a,0
3960158,0,0.0,g,t,0,f,f,0.665,h,i,g,u,0.25,21.83,b,0
3960159,0,720.0,g,t,0,t,t,0.25,bb,aa,g,u,12.5,27.42,b,1
3960160,7,144.0,g,t,8,t,f,1.5,bb,c,p,u,5.04,28.25,b,0
3960161,0,200.0,g,f,42,f,t,0.125,v,q,g,u,0.25,20.08,b,1
3960162,0,144.0,g,f,42,f,t,0.5,v,d,g,u,0.0,20.0,b,1
3960163,1391,1883.1,g,f,3,t,f,1.625,v,c,g,u,7.0,20.42,b,0
3960164,500,707.0,g,t,1,t,f,1.625,h,x,g,u,25.125,35.17,b,0
3960165,5,80.0,g,t,1,t,t,1.75,v,c,g,u,14.53,17.92,a,1
3960166,1249,0.0,g,f,11,t,f,0.0,bb,i,g,u,10.0,19.74,b,0
3960167,64651,260.0,g,f,0,f,t,1.25,h,e,p,y,10.085,21.08,b,1
3960168,0,100.0,g,f,0,f,f,0.04,h,aa,g,u,3.0,20.83,a,0
3960169,1000,227.3,g,f,0,f,t,0.165,v,aa,g,u,6.165,22.75,a,1
3960170,0,340.0,g,f,0,f,f,6.0,h,c,g,u,16.91,20.5,a,0
3960171,50292,200.0,g,f,3,t,f,0.5,v,aa,p,y,0.54,39.92,b,0
3960172,0,92.0,g,t,0,f,f,12.75,h,q,g,l,5.04,42.17,b,0
3960173,15108,260.0,g,f,3,t,f,19.3,v,m,g,u,0.375,25.5,b,0
3960174,0,340.0,g,f,0,f,t,0.165,h,q,gg,y,10.0,18.17,a,0
3960175,857,253.0,g,t,56,t,f,4.5,h,x,g,u,1.75,33.5,b,0
3960176,2,2000.0,g,f,43,t,t,1.0,v,c,p,y,0.665,19.58,a,1
3960177,5552,0.0,g,f,2,t,t,0.125,v,c,g,y,12.625,23.25,b,1
3960178,72051,0.0,g,f,0,f,t,1.5,v,c,g,u,1.625,39.5,b,1
3960179,0,380.0,g,t,3,f,f,3.165,v,x,p,y,3.165,33.17,b,0
3960180,1208,200.0,g,f,17,t,f,2.5,v,c,g,u,11.25,25.0,a,0
3960181,0,550.0,g,f,8,f,t,0.21,bb,i,g,u,5.0,39.92,b,1
3960182,158,60.0,g,f,39,t,f,1.96,v,aa,g,u,8.17,20.17,b,0
3960183,91352,340.0,g,f,0,f,t,0.0,ff,ff,g,u,1.665,27.33,a,1
3960184,0,280.0,g,t,0,f,t,0.25,v,d,g,u,0.165,18.25,b,1
3960185,458,400.0,g,f,6,t,f,3.5,h,j,g,u,12.33,25.0,a,0
3960186,60414,160.0,g,f,0,f,t,0.125,v,i,g,u,2.25,22.17,b,1
3960187,14341,280.0,g,t,0,f,f,0.085,v,k,g,u,0.21,38.67,b,0
3960188,19,220.0,g,f,1,t,f,2.0,o,c,g,u,12.0,30.67,a,0
3960189,1260,0.0,g,t,6,t,f,7.875,v,c,g,l,8.0,47.75,a,0
3960190,0,240.0,s,t,0,f,t,2.0,v,c,g,y,0.835,20.67,b,1
3960191,1212,100.0,g,t,52,f,t,1.585,v,k,g,u,11.46,22.08,b,1
3960192,610,274.0,g,f,2,t,f,15.6,bb,i,g,u,4.25,34.42,b,0
3960193,4000,0.0,g,t,67,f,t,1.5,v,m,p,y,11.5,22.5,b,1
3960194,14128,180.0,g,f,0,f,t,0.085,h,c,g,u,0.585,23.42,b,1
3960195,960,100.0,g,f,0,f,f,0.0,o,j,g,u,4.0,46.0,a,0
3960196,70439,130.0,g,t,0,f,t,0.5,v,m,p,y,0.5,40.92,b,1
3960197,204,280.0,g,f,0,f,t,2.4,h,c,p,y,0.875,21.17,b,1
3960198,0,380.0,g,t,0,f,t,0.04,v,q,g,u,0.165,18.72,a,1
3960199,17893,290.0,g,t,0,f,f,0.085,v,w,g,u,5.25,29.12,b,0
