,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
7960631,13212,0.0,g,f,0,f,f,0.0,dd,e,p,y,15.0,28.08,a,0
7960632,13212,0.0,g,f,0,f,f,0.0,z,e,p,y,15.0,19.01,a,0
7960633,18542,120.0,g,f,0,f,t,0.125,ff,k,p,y,0.585,23.58,a,1
7960634,92647,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,0
7960635,51020,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,64.52,a,1
7960636,72048,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
7960637,500,173.3,g,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
7960638,500,260.0,g,f,2,t,f,0.25,v,cc,g,y,0.585,27.75,b,0
7960639,456,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,41.73,a,0
7960640,456,0.0,g,f,11,t,f,2.0,v,c,g,y,1.0,36.0,a,0
7960641,456,0.0,g,f,11,t,f,2.0,v,c,g,u,1.08,36.0,a,0
7960642,690,352.0,g,t,5,t,f,1.75,v,c,p,u,0.75,16.08,b,0
7960643,690,352.0,g,t,5,t,f,1.75,v,c,g,u,15.61,16.08,b,0
7960644,690,352.0,g,t,5,t,f,1.75,v,c,g,l,0.75,16.08,b,0
7960645,600,40.0,g,t,13,t,f,1.625,v,w,g,u,9.5,18.83,a,0
7960646,62150,40.0,g,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
7960647,600,40.0,g,t,6,t,f,1.625,v,e,g,u,9.5,18.83,a,0
7960648,22773,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
7960649,284,290.0,g,t,11,t,f,2.125,h,w,g,u,25.04,23.08,b,0
7960650,64144,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
7960651,24230,160.0,g,t,0,f,f,0.835,v,w,p,y,11.625,23.33,b,0
7960652,300,160.0,g,t,0,f,f,0.835,v,w,p,u,11.625,23.33,b,0
7960653,300,160.0,g,t,0,f,t,0.835,v,aa,p,y,11.625,23.33,b,0
7960654,50,109.0,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
7960655,50,80.0,g,t,1,t,f,0.335,h,cc,g,l,10.335,20.75,a,0
7960656,67342,80.0,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
7960657,237,240.0,p,f,0,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
7960658,237,240.0,g,f,46,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
7960659,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,18.53,41.58,a,1
7960660,0,0.0,s,t,0,f,t,0.585,v,d,g,u,24.62,30.75,b,1
7960661,0,0.0,s,t,0,f,t,0.585,v,m,g,u,1.585,30.75,b,0
7960662,0,0.0,s,t,0,f,t,5.3,v,d,g,u,1.585,30.75,b,1
7960663,0,0.0,g,f,0,f,f,2.585,ff,c,p,y,2.54,22.67,b,0
7960664,0,0.0,g,f,0,f,f,2.585,h,c,p,y,2.54,60.2,b,0
7960665,0,0.0,g,f,0,f,f,2.585,h,c,p,y,15.64,22.67,b,0
7960666,0,1726.3,g,t,0,f,t,2.5,v,m,g,u,3.0,32.08,b,0
7960667,0,360.0,g,t,0,f,f,2.5,v,m,g,l,4.0,32.08,b,0
7960668,0,360.0,s,t,0,f,t,1.3,v,m,g,u,4.0,32.08,b,0
7960669,484,80.0,g,f,0,f,t,0.29,dd,i,g,u,5.415,19.17,a,1
7960670,484,80.0,g,f,0,f,t,0.29,h,i,g,u,10.95,19.17,a,1
7960671,484,80.0,g,f,0,f,t,0.29,h,i,g,u,22.08,19.17,a,1
7960672,0,240.0,g,t,37,f,t,12.3,v,aa,g,u,4.5,34.0,b,1
7960673,33051,240.0,g,t,0,f,t,1.0,ff,aa,g,u,4.5,34.0,b,1
7960674,28439,240.0,g,t,18,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
7960675,2954,80.0,g,f,7,f,f,1.46,h,w,g,u,6.5,19.42,b,0
7960676,2954,80.0,g,f,7,t,f,1.46,h,i,g,u,6.5,19.42,b,0
7960677,2954,80.0,g,f,66,t,f,1.46,h,w,g,u,6.5,19.42,b,0
7960678,0,0.0,g,f,0,f,f,0.0,dd,e,gg,u,9.96,20.25,b,0
7960679,0,207.9,g,f,0,f,f,0.0,dd,e,g,u,9.96,20.25,b,0
7960680,0,0.0,g,f,0,f,f,0.0,dd,e,g,u,11.34,20.25,b,0
7960681,2,169.5,g,f,0,f,t,0.5,v,cc,g,u,12.835,25.83,b,1
7960682,2,0.0,g,f,0,f,t,0.5,z,cc,g,u,12.835,25.83,b,1
7960683,2,0.0,g,f,37,f,t,0.5,v,cc,g,u,12.835,25.83,b,1
7960684,0,360.0,g,f,0,f,f,0.875,h,r,g,u,2.875,25.17,a,0
7960685,0,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,15.64,a,0
7960686,0,591.3,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
7960687,2197,252.0,g,t,0,f,t,15.3,bb,aa,g,u,0.335,57.08,a,0
7960688,32075,252.0,g,t,0,f,t,19.8,bb,i,g,u,0.335,57.08,a,0
7960689,2197,252.0,g,t,0,t,t,1.0,bb,i,g,u,0.335,57.08,a,0
7960690,0,399.0,g,t,14,t,f,10.0,h,cc,g,l,5.875,39.33,b,0
7960691,0,399.0,p,t,14,t,f,10.0,h,cc,g,u,5.875,39.33,b,0
7960692,0,399.0,g,t,25,t,f,10.0,h,cc,g,u,5.875,39.33,b,0
7960693,0,100.0,g,f,0,f,f,1.335,h,m,g,u,10.5,22.67,b,0
7960694,0,1209.3,g,f,0,f,f,1.335,h,q,g,u,10.5,22.67,b,0
7960695,0,100.0,g,f,0,f,f,16.0,h,q,g,u,10.5,22.67,b,0
7960696,245,120.0,g,f,10,t,f,2.5,v,q,g,u,5.875,23.25,a,0
7960697,62372,120.0,g,f,10,t,f,3.17,v,q,g,u,5.875,23.25,a,0
7960698,245,120.0,g,f,10,t,f,3.17,v,k,g,u,5.875,23.25,a,0
7960699,1,45.0,g,f,4,t,t,0.0,z,ff,p,y,0.0,19.0,b,1
7960700,1,45.0,g,f,4,t,t,0.0,v,ff,p,y,0.0,19.0,b,1
7960701,27428,45.0,g,f,4,t,t,0.0,ff,ff,p,y,0.0,19.0,b,1
7960702,80174,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,0
7960703,34002,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,0
7960704,46975,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,0
7960705,67094,144.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,1
7960706,38153,144.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,1
7960707,47374,144.0,s,t,0,f,t,0.335,v,i,g,u,0.415,22.5,a,1
7960708,1,200.0,p,t,1,t,t,2.0,ff,ff,p,y,13.5,25.25,a,1
7960709,1,200.0,g,t,1,t,t,2.0,ff,ff,p,y,13.5,68.83,a,1
7960710,1,200.0,g,t,1,t,t,2.0,ff,ff,p,y,13.5,38.2,a,1
7960711,70494,368.0,s,f,0,t,t,2.0,v,m,g,u,1.5,27.67,a,1
7960712,0,368.0,s,f,0,f,t,2.0,bb,m,g,u,21.43,27.67,a,0
7960713,83886,368.0,s,f,0,f,t,2.0,v,m,g,u,1.5,27.67,a,1
7960714,0,80.0,g,f,0,f,t,0.415,ff,cc,g,u,10.29,18.58,b,1
7960715,32166,80.0,g,f,0,f,t,0.415,ff,ff,g,u,10.29,18.58,b,1
7960716,0,80.0,g,f,0,f,t,11.2,ff,ff,g,u,10.29,18.58,b,1
7960717,56845,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
7960718,38453,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
7960719,6,112.0,g,t,0,t,t,2.335,v,c,p,y,1.75,19.0,b,1
7960720,2,0.0,g,t,16,f,t,2.5,v,c,p,y,2.5,33.25,a,1
7960721,2,0.0,g,t,35,f,t,2.5,v,c,p,y,2.5,33.25,a,1
7960722,2,0.0,g,t,0,t,t,2.5,v,c,p,y,2.5,33.25,a,1
7960723,60290,100.0,g,t,0,f,t,0.5,v,i,g,u,11.5,21.5,b,1
7960724,68,100.0,g,t,8,f,t,0.5,v,i,g,u,11.5,21.5,a,1
7960725,17724,100.0,g,t,0,f,t,0.5,v,i,g,u,11.5,21.5,b,1
7960726,9831,523.0,g,t,0,f,t,7.5,v,aa,g,u,2.5,31.83,b,1
7960727,11326,481.5,g,t,0,f,t,7.5,v,aa,g,u,2.5,31.83,b,1
7960728,0,523.0,g,t,0,f,t,7.5,h,aa,g,u,13.69,31.83,b,1
7960729,0,300.0,s,f,53,f,f,0.835,v,c,g,u,1.0,23.25,b,0
7960730,0,1687.4,s,f,0,f,f,0.835,v,c,g,u,1.0,23.25,b,0
7960731,0,300.0,s,f,0,f,f,0.835,v,c,g,u,1.0,58.37,b,0
7960732,93562,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,36.33,b,1
7960733,36798,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,36.33,b,1
7960734,72727,200.0,g,t,0,f,t,1.165,v,w,g,u,3.79,36.33,b,1
7960735,150,100.0,g,f,56,t,f,2.25,v,c,g,u,1.835,20.42,b,0
7960736,150,100.0,g,f,1,t,f,2.25,v,c,g,u,1.835,20.42,a,0
7960737,150,1840.7,g,f,1,t,f,2.25,v,c,g,u,1.835,20.42,b,0
7960738,3065,0.0,g,f,7,t,f,5.0,v,c,gg,u,5.0,40.58,b,0
7960739,3065,0.0,g,f,7,t,f,1.7,v,c,g,u,5.0,40.58,b,0
7960740,3065,0.0,g,f,7,f,f,5.0,v,c,g,u,5.0,40.58,b,0
7960741,1,120.0,g,f,2,t,t,0.165,h,w,g,u,10.0,17.58,b,1
7960742,1,120.0,g,f,1,t,t,0.165,h,w,g,y,10.0,17.58,b,1
7960743,1,120.0,p,f,1,t,t,0.165,h,w,g,u,10.0,17.58,b,0
7960744,0,260.0,g,t,55,f,f,0.125,v,q,g,u,1.54,59.67,b,0
7960745,0,260.0,g,t,13,f,f,0.125,v,q,g,u,1.54,59.67,b,0
7960746,0,260.0,g,t,0,f,f,0.125,v,q,g,u,8.7,59.67,b,0
7960747,18,120.0,g,f,0,f,t,6.9,v,c,g,u,0.375,15.75,a,1
7960748,18,120.0,g,f,0,f,t,1.0,v,c,g,u,0.375,56.16,a,1
7960749,18,120.0,g,f,0,f,t,1.0,v,c,gg,u,0.375,15.75,a,1
7960750,100000,450.0,p,t,0,f,f,0.0,v,ff,g,l,22.0,17.5,b,0
7960751,100000,450.0,p,t,0,f,f,0.0,ff,ff,p,l,22.0,17.5,b,0
7960752,100000,450.0,p,t,41,f,f,0.0,o,ff,gg,u,22.0,17.5,b,0
7960753,80371,224.0,g,f,0,f,t,0.25,v,k,p,y,1.25,29.83,b,1
7960754,41678,224.0,g,f,0,f,t,0.25,v,k,p,y,1.25,29.83,b,1
7960755,0,224.0,g,f,0,t,t,0.25,v,k,p,y,1.25,29.83,b,1
7960756,0,696.9,g,t,3,t,f,0.96,v,m,g,u,0.875,28.25,b,0
7960757,0,396.0,g,t,3,t,f,0.96,v,m,g,u,0.875,28.25,b,0
7960758,0,396.0,g,t,32,t,f,0.96,v,m,g,u,0.875,28.25,b,0
7960759,57128,1655.7,g,f,0,f,t,0.125,v,aa,p,y,0.625,23.0,b,0
7960760,13338,180.0,g,f,0,f,t,0.125,v,k,p,y,0.625,23.0,b,1
7960761,52373,180.0,g,f,0,f,t,0.125,v,aa,g,y,0.625,23.0,b,1
7960762,7,420.0,g,f,2,t,f,4.75,v,x,g,u,5.125,28.25,a,0
7960763,7,420.0,g,f,2,t,f,4.75,o,x,g,u,5.125,28.25,b,0
7960764,7,422.9,g,f,2,t,f,4.75,v,x,g,u,5.125,28.25,b,0
7960765,3,100.0,g,t,5,t,f,3.75,v,w,g,l,1.54,27.83,b,0
7960766,3,100.0,g,t,5,t,f,3.75,v,w,g,u,7.43,27.83,b,0
7960767,3,100.0,g,t,31,t,f,3.75,v,w,g,u,1.54,27.83,b,0
7960768,21186,20.0,g,t,0,f,t,3.0,h,k,p,y,11.5,23.58,a,1
7960769,16,20.0,g,t,21,f,t,3.0,h,k,p,y,11.5,23.58,a,1
7960770,16,20.0,g,t,0,t,t,3.0,h,k,p,y,11.5,23.58,a,1
7960771,0,0.0,g,t,0,f,t,1.0,v,k,p,y,6.0,38.25,a,0
7960772,0,968.4,g,t,0,f,t,1.0,v,k,g,u,18.7,38.25,a,0
7960773,0,1838.4,g,t,0,f,t,1.0,v,k,g,u,6.0,38.25,a,0
7960774,0,0.0,g,t,0,f,f,8.1,h,d,g,u,0.25,21.83,b,0
7960775,0,0.0,g,t,0,f,f,9.7,h,d,g,u,0.25,21.83,b,0
7960776,0,0.0,g,t,0,f,f,0.665,h,d,g,u,23.07,21.83,b,0
7960777,0,52.5,g,t,0,f,t,0.25,bb,aa,g,u,12.5,27.42,b,1
7960778,0,720.0,g,t,11,f,t,0.25,bb,aa,g,u,12.5,27.42,b,0
7960779,58335,720.0,g,t,0,f,t,0.25,bb,aa,g,u,12.5,27.42,b,1
7960780,7,144.0,g,t,8,t,f,1.5,h,c,p,y,5.04,28.25,b,0
7960781,7,144.0,g,t,8,t,f,1.5,n,c,p,y,5.04,28.25,b,0
7960782,7,144.0,g,t,8,t,f,1.5,bb,c,p,y,5.04,53.46,b,0
7960783,0,200.0,g,f,0,f,t,3.4,v,q,g,u,0.25,20.08,b,1
7960784,0,200.0,g,f,0,f,t,0.125,v,q,g,l,0.25,20.08,b,1
7960785,0,200.0,g,f,0,f,t,0.125,v,j,g,u,0.25,20.08,b,1
7960786,0,144.0,g,f,0,f,t,0.5,v,d,g,u,0.0,52.09,b,1
7960787,20734,144.0,g,f,0,f,t,0.5,v,d,g,u,0.0,20.0,b,1
7960788,0,144.0,g,f,0,f,t,0.5,v,d,g,u,0.0,27.67,b,0
7960789,1391,200.0,g,f,3,t,f,1.625,v,c,g,u,7.0,59.47,b,0
7960790,1391,200.0,g,f,3,t,f,9.4,v,c,g,u,7.0,20.42,b,0
7960791,1391,200.0,g,f,3,t,f,1.625,v,c,g,u,20.5,20.42,b,0
7960792,500,515.0,g,t,42,t,f,1.625,h,x,g,u,25.125,35.17,b,0
7960793,500,515.0,g,t,1,t,f,1.625,o,x,g,u,25.125,35.17,b,0
7960794,500,515.0,g,t,1,t,f,1.625,h,x,g,u,25.125,26.98,b,0
7960795,5,80.0,g,t,1,t,t,1.75,v,i,g,u,0.54,17.92,a,1
7960796,5,80.0,g,t,1,t,t,10.4,v,c,g,u,0.54,17.92,a,1
7960797,5,80.0,g,t,1,f,t,1.75,v,c,g,u,0.54,17.92,a,1
7960798,1249,0.0,g,f,11,t,f,12.0,bb,i,g,u,10.0,51.33,b,0
7960799,1249,0.0,g,f,11,t,f,0.0,n,i,g,u,10.0,51.33,b,0
7960800,1249,0.0,g,f,11,t,f,0.0,bb,i,g,u,10.0,51.33,a,0
7960801,0,260.0,g,f,0,f,t,1.25,h,e,p,u,10.085,21.08,b,1
7960802,0,260.0,g,f,0,f,t,1.25,h,e,gg,y,10.085,21.08,b,1
7960803,0,260.0,g,f,4,f,t,1.25,h,e,p,y,10.085,21.08,b,1
7960804,0,100.0,g,f,0,f,f,0.04,v,aa,g,u,3.0,20.83,b,0
7960805,0,100.0,g,f,0,f,t,12.9,v,aa,g,y,3.0,20.83,a,0
7960806,0,765.1,g,f,0,f,t,10.8,v,aa,g,u,3.0,20.83,a,0
7960807,1000,1450.5,g,f,0,f,t,0.165,v,aa,g,u,6.165,22.75,a,1
7960808,1000,220.0,g,f,4,f,t,0.165,v,aa,g,u,6.165,22.75,a,1
7960809,1000,220.0,g,f,0,f,t,14.5,v,aa,g,u,6.165,22.75,a,1
7960810,0,340.0,p,f,0,f,f,6.0,h,c,g,u,11.835,20.5,a,0
7960811,0,340.0,g,f,0,f,f,6.0,h,c,g,u,6.2,20.5,a,0
7960812,0,340.0,g,f,48,f,f,6.0,h,c,g,u,11.835,20.5,a,0
7960813,1000,200.0,g,f,3,t,f,0.5,v,aa,p,y,10.33,39.92,b,0
7960814,1000,200.0,g,f,3,t,f,8.9,v,aa,p,y,0.54,39.92,b,0
7960815,1000,200.0,g,f,3,t,f,0.5,v,aa,gg,y,0.54,39.92,b,0
7960816,0,92.0,g,t,0,f,f,12.75,h,q,g,u,5.04,42.17,a,0
7960817,0,92.0,g,t,48,f,f,12.75,h,q,g,u,5.04,42.17,b,0
7960818,0,1087.3,g,t,0,f,f,12.75,h,q,g,u,5.04,42.17,b,0
7960819,15108,260.0,g,f,3,t,f,0.25,v,m,g,u,0.375,56.14,b,0
7960820,15108,1267.7,g,f,3,t,f,0.25,v,m,g,u,0.375,25.5,b,0
7960821,15108,526.7,g,f,3,t,f,0.25,v,m,g,u,0.375,25.5,b,0
7960822,0,340.0,g,f,0,f,t,0.165,h,q,p,u,10.0,18.17,a,1
7960823,0,340.0,g,f,0,f,t,0.165,h,q,p,y,23.48,18.17,a,0
7960824,0,340.0,g,f,0,f,t,0.165,h,q,p,y,10.0,33.52,a,1
7960825,857,253.0,g,t,4,t,f,12.3,h,x,g,u,1.75,33.5,b,0
7960826,857,253.0,g,t,4,t,f,4.5,h,aa,g,u,1.75,33.5,b,0
7960827,857,253.0,g,t,4,t,f,11.3,h,x,g,u,1.75,33.5,b,0
7960828,2,2000.0,g,f,1,t,t,1.0,v,k,p,y,0.665,19.58,a,1
7960829,2,2000.0,g,f,1,t,t,1.0,v,c,p,y,24.41,19.58,a,1
7960830,2,2000.0,g,f,1,t,t,1.0,v,c,p,y,0.665,29.72,a,1
7960831,5552,0.0,g,f,2,t,t,9.6,v,c,g,u,12.625,23.25,b,1
7960832,7143,0.0,g,f,2,t,t,0.125,v,c,g,u,12.625,23.25,b,1
7960833,5552,0.0,g,f,2,t,t,0.125,v,i,g,u,12.625,23.25,b,1
7960834,316,0.0,g,f,0,f,t,1.5,v,c,gg,u,1.625,39.5,b,1
7960835,316,0.0,g,f,0,f,t,1.5,v,c,g,u,1.625,39.5,b,1
7960836,316,0.0,g,f,0,f,t,1.5,v,c,g,u,1.625,19.21,b,1
7960837,0,380.0,g,t,3,t,f,3.165,v,x,p,y,3.165,29.03,b,0
7960838,0,380.0,g,t,3,t,f,3.165,v,x,p,u,3.165,33.17,b,0
7960839,0,380.0,g,t,3,t,f,3.165,v,x,p,y,3.165,36.43,b,0
7960840,1208,200.0,g,f,17,f,f,2.5,v,c,g,u,11.25,25.0,b,0
7960841,25477,200.0,g,f,17,t,f,2.5,v,c,g,u,11.25,25.0,b,0
7960842,1208,200.0,g,f,17,t,f,2.5,dd,c,g,u,11.25,25.0,b,0
7960843,19594,550.0,g,f,0,f,t,0.21,bb,i,g,u,5.0,39.92,b,1
7960844,48193,550.0,g,f,0,f,t,0.21,bb,i,g,u,5.0,39.92,b,1
7960845,87425,550.0,g,f,0,f,t,0.21,bb,i,g,u,5.0,39.92,b,1
7960846,28018,60.0,g,f,14,t,f,1.96,v,aa,g,u,8.17,20.17,b,0
7960847,158,60.0,g,f,14,t,f,1.96,v,aa,g,u,8.17,51.62,b,0
7960848,158,60.0,s,f,14,t,f,1.96,v,aa,g,u,8.17,20.17,b,0
7960849,1,340.0,g,f,55,f,t,0.0,ff,ff,g,u,1.665,27.33,a,1
7960850,1,340.0,g,f,0,f,t,0.0,ff,ff,g,u,1.665,22.94,a,0
7960851,1,340.0,g,f,0,f,t,0.0,ff,cc,g,u,1.665,27.33,a,1
7960852,0,280.0,s,t,0,f,t,0.25,v,d,g,u,0.165,56.92,b,1
7960853,28281,280.0,s,t,0,f,t,0.25,v,d,g,u,0.165,18.25,b,1
7960854,74401,280.0,s,t,0,f,t,0.25,v,d,g,u,0.165,18.25,b,1
7960855,458,400.0,g,f,6,t,f,3.5,h,cc,g,u,12.33,15.1,a,0
7960856,458,400.0,g,f,11,t,f,3.5,h,cc,g,u,12.33,25.0,a,0
7960857,458,400.0,g,f,6,t,f,13.5,h,cc,g,u,12.33,25.0,a,0
7960858,18265,160.0,g,f,0,f,t,0.125,v,i,g,u,2.25,22.17,b,1
7960859,51826,160.0,g,f,0,f,t,0.125,v,i,g,u,2.25,22.17,b,1
7960860,10,160.0,g,f,0,f,t,0.125,v,cc,g,u,2.25,22.17,b,1
7960861,0,280.0,g,t,0,f,f,0.085,n,k,g,u,0.21,38.67,b,0
7960862,0,280.0,g,t,0,f,f,0.085,v,cc,g,u,0.21,38.67,b,0
7960863,0,280.0,g,t,37,f,f,0.085,v,k,g,u,0.21,38.67,b,0
7960864,19,220.0,g,f,1,t,f,2.0,v,c,p,u,12.0,30.67,a,0
7960865,19,220.0,g,f,1,t,f,19.6,v,c,g,u,12.0,30.67,a,0
7960866,19,220.0,p,f,1,t,f,2.0,v,c,g,u,12.0,30.67,a,0
7960867,1260,0.0,g,t,6,t,f,7.875,v,c,g,u,8.0,47.75,a,0
7960868,1260,0.0,g,t,6,t,f,7.875,v,c,p,u,8.0,47.75,a,0
7960869,1260,0.0,g,t,18,t,f,7.875,v,c,g,u,8.0,47.75,a,0
7960870,0,240.0,s,t,0,t,t,2.0,v,c,p,y,0.835,20.67,b,1
7960871,81813,240.0,s,t,0,f,t,2.0,v,c,p,y,0.835,20.67,b,1
7960872,56694,240.0,s,t,0,f,t,2.0,v,c,p,y,0.835,20.67,b,1
7960873,1212,100.0,g,t,0,f,t,1.585,v,r,g,u,11.46,22.08,b,1
7960874,1212,1634.2,g,t,0,f,t,1.585,v,k,g,u,11.46,22.08,b,1
7960875,1212,100.0,g,t,0,f,t,1.585,v,k,g,u,11.46,49.06,b,1
7960876,31353,274.0,g,f,2,t,f,3.25,bb,i,g,u,4.25,34.42,b,0
7960877,610,507.0,g,f,2,t,f,3.25,bb,i,g,u,4.25,34.42,b,0
7960878,610,274.0,g,f,2,f,f,3.25,bb,i,g,u,4.25,34.42,b,0
7960879,4000,194.7,g,t,0,f,t,1.5,v,m,p,y,11.5,22.5,b,1
7960880,4000,0.0,g,t,67,f,t,1.5,v,m,p,y,11.5,22.5,b,1
7960881,4000,0.0,g,f,0,f,t,1.5,v,m,p,y,11.5,22.5,b,1
7960882,24926,180.0,g,f,0,f,t,0.085,h,c,g,u,0.585,23.42,b,1
7960883,0,180.0,g,f,9,f,t,0.085,h,c,g,u,6.39,23.42,b,1
7960884,6540,180.0,g,f,0,f,t,0.085,h,c,g,u,0.585,23.42,b,1
7960885,960,100.0,g,f,14,f,f,0.0,j,j,g,u,4.0,46.0,a,0
7960886,40598,100.0,g,f,0,f,f,0.0,j,j,g,u,4.0,46.0,a,0
7960887,960,100.0,g,f,0,f,f,0.0,j,j,g,l,4.0,46.0,a,0
7960888,47284,130.0,g,t,0,f,t,0.5,v,m,p,y,0.5,40.92,b,1
7960889,60945,130.0,g,t,0,f,t,0.5,v,m,p,y,0.5,40.92,b,1
7960890,0,130.0,g,t,0,t,t,0.5,v,m,p,y,0.5,40.92,b,1
7960891,204,280.0,g,t,0,f,t,0.25,h,c,p,y,0.875,21.17,b,0
7960892,204,280.0,g,f,0,f,t,0.25,h,c,p,l,0.875,21.17,b,1
7960893,40247,280.0,g,f,0,f,t,0.25,h,c,p,y,0.875,21.17,b,1
7960894,0,380.0,g,t,0,f,t,0.04,v,aa,g,u,0.165,19.5,a,1
7960895,0,380.0,g,t,0,f,t,0.04,v,q,g,l,0.165,19.5,a,1
7960896,0,380.0,s,t,0,f,t,0.04,v,q,g,u,0.165,19.5,a,1
7960897,6,290.0,g,t,0,f,f,0.085,v,cc,g,u,7.77,34.17,b,0
7960898,6,290.0,g,t,0,t,f,0.085,v,w,g,u,5.25,69.37,b,0
7960899,6,290.0,g,t,0,f,f,13.5,v,w,g,u,5.25,34.17,b,0
7960900,27027,210.0,g,t,0,f,t,1.0,v,i,g,u,2.5,35.0,b,1
7960901,30168,210.0,g,t,0,f,t,1.0,v,i,g,u,2.5,35.0,b,1
7960902,97828,210.0,g,t,0,f,t,1.0,v,i,g,u,2.5,35.0,b,1
7960903,0,70.0,g,t,0,f,f,11.0,v,j,g,u,5.0,28.33,b,0
7960904,0,70.0,g,t,0,f,f,11.0,v,w,g,l,5.0,28.33,b,0
7960905,0,70.0,g,t,35,f,f,11.0,v,w,g,u,5.0,28.33,b,0
7960906,375,120.0,g,f,0,f,t,4.0,v,aa,p,u,10.415,18.42,b,1
7960907,375,120.0,g,f,0,t,t,4.0,v,aa,p,y,10.415,18.42,b,1
7960908,375,120.0,g,f,0,f,t,11.4,v,aa,g,y,10.415,18.42,b,0
7960909,0,202.0,g,f,1,t,f,1.25,ff,w,g,u,0.0,30.83,b,0
